"","Run","Experiment","Sample.Name","SRA_study","BioProject","GEO_Accession..exp.","source_name","Strain","PAO1","PA14","PAK","ClinicalIsolate"
"442","SRR8309640","SRX5123570","GSM3506616","SRP173226","PRJNA509195","GSM3506616","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"443","SRR8309641","SRX5123571","GSM3506617","SRP173226","PRJNA509195","GSM3506617","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"444","SRR8309642","SRX5123572","GSM3506618","SRP173226","PRJNA509195","GSM3506618","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"445","SRR8309643","SRX5123573","GSM3506619","SRP173226","PRJNA509195","GSM3506619","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"446","SRR8309644","SRX5123574","GSM3506620","SRP173226","PRJNA509195","GSM3506620","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"447","SRR8309645","SRX5123575","GSM3506621","SRP173226","PRJNA509195","GSM3506621","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"448","SRR8309646","SRX5123576","GSM3506622","SRP173226","PRJNA509195","GSM3506622","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"449","SRR8309647","SRX5123577","GSM3506623","SRP173226","PRJNA509195","GSM3506623","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"450","SRR8309648","SRX5123578","GSM3506624","SRP173226","PRJNA509195","GSM3506624","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"451","SRR8309649","SRX5123579","GSM3506625","SRP173226","PRJNA509195","GSM3506625","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"452","SRR8309650","SRX5123580","GSM3506626","SRP173226","PRJNA509195","GSM3506626","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"453","SRR8309651","SRX5123581","GSM3506627","SRP173226","PRJNA509195","GSM3506627","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"454","SRR8309652","SRX5123582","GSM3506628","SRP173226","PRJNA509195","GSM3506628","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"455","SRR8309653","SRX5123583","GSM3506629","SRP173226","PRJNA509195","GSM3506629","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"456","SRR8309654","SRX5123584","GSM3506630","SRP173226","PRJNA509195","GSM3506630","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"457","SRR8309655","SRX5123585","GSM3506631","SRP173226","PRJNA509195","GSM3506631","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"458","SRR8309656","SRX5123586","GSM3506632","SRP173226","PRJNA509195","GSM3506632","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"459","SRR8309657","SRX5123587","GSM3506633","SRP173226","PRJNA509195","GSM3506633","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"460","SRR8309658","SRX5123588","GSM3506634","SRP173226","PRJNA509195","GSM3506634","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"461","SRR8309659","SRX5123589","GSM3506635","SRP173226","PRJNA509195","GSM3506635","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"462","SRR8309660","SRX5123590","GSM3506636","SRP173226","PRJNA509195","GSM3506636","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"463","SRR8309661","SRX5123591","GSM3506637","SRP173226","PRJNA509195","GSM3506637","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"464","SRR8309662","SRX5123592","GSM3506638","SRP173226","PRJNA509195","GSM3506638","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"465","SRR8309663","SRX5123593","GSM3506639","SRP173226","PRJNA509195","GSM3506639","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"466","SRR8309664","SRX5123594","GSM3506640","SRP173226","PRJNA509195","GSM3506640","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"467","SRR8309665","SRX5123595","GSM3506641","SRP173226","PRJNA509195","GSM3506641","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"468","SRR8309666","SRX5123596","GSM3506642","SRP173226","PRJNA509195","GSM3506642","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"469","SRR8309667","SRX5123597","GSM3506643","SRP173226","PRJNA509195","GSM3506643","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"470","SRR8309668","SRX5123598","GSM3506644","SRP173226","PRJNA509195","GSM3506644","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"471","SRR8309669","SRX5123599","GSM3506645","SRP173226","PRJNA509195","GSM3506645","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"472","SRR8309670","SRX5123600","GSM3506646","SRP173226","PRJNA509195","GSM3506646","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"473","SRR8309671","SRX5123601","GSM3506647","SRP173226","PRJNA509195","GSM3506647","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"474","SRR8309672","SRX5123602","GSM3506648","SRP173226","PRJNA509195","GSM3506648","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"475","SRR8309673","SRX5123603","GSM3506649","SRP173226","PRJNA509195","GSM3506649","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"476","SRR8309674","SRX5123604","GSM3506650","SRP173226","PRJNA509195","GSM3506650","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"477","SRR8309675","SRX5123605","GSM3506651","SRP173226","PRJNA509195","GSM3506651","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"478","SRR8309676","SRX5123606","GSM3506652","SRP173226","PRJNA509195","GSM3506652","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"479","SRR8309677","SRX5123607","GSM3506653","SRP173226","PRJNA509195","GSM3506653","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"480","SRR8309678","SRX5123608","GSM3506654","SRP173226","PRJNA509195","GSM3506654","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"481","SRR8309679","SRX5123609","GSM3506655","SRP173226","PRJNA509195","GSM3506655","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"482","SRR8309680","SRX5123610","GSM3506656","SRP173226","PRJNA509195","GSM3506656","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"483","SRR8309681","SRX5123611","GSM3506657","SRP173226","PRJNA509195","GSM3506657","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"484","SRR8309682","SRX5123612","GSM3506658","SRP173226","PRJNA509195","GSM3506658","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"485","SRR8309683","SRX5123613","GSM3506659","SRP173226","PRJNA509195","GSM3506659","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"486","SRR8309684","SRX5123614","GSM3506660","SRP173226","PRJNA509195","GSM3506660","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"487","SRR8309685","SRX5123615","GSM3506661","SRP173226","PRJNA509195","GSM3506661","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"488","SRR8309686","SRX5123616","GSM3506662","SRP173226","PRJNA509195","GSM3506662","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"489","SRR8309687","SRX5123617","GSM3506663","SRP173226","PRJNA509195","GSM3506663","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"490","SRR8309688","SRX5123618","GSM3506664","SRP173226","PRJNA509195","GSM3506664","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"491","SRR8309689","SRX5123619","GSM3506665","SRP173226","PRJNA509195","GSM3506665","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"492","SRR8309690","SRX5123620","GSM3506666","SRP173226","PRJNA509195","GSM3506666","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"493","SRR8309691","SRX5123621","GSM3506667","SRP173226","PRJNA509195","GSM3506667","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"494","SRR8309692","SRX5123622","GSM3506668","SRP173226","PRJNA509195","GSM3506668","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"495","SRR8309693","SRX5123623","GSM3506669","SRP173226","PRJNA509195","GSM3506669","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"496","SRR8309694","SRX5123624","GSM3506670","SRP173226","PRJNA509195","GSM3506670","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"497","SRR8309695","SRX5123625","GSM3506671","SRP173226","PRJNA509195","GSM3506671","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"498","SRR8309696","SRX5123626","GSM3506672","SRP173226","PRJNA509195","GSM3506672","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"499","SRR8309697","SRX5123627","GSM3506673","SRP173226","PRJNA509195","GSM3506673","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"500","SRR8309698","SRX5123628","GSM3506674","SRP173226","PRJNA509195","GSM3506674","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"501","SRR8309699","SRX5123629","GSM3506675","SRP173226","PRJNA509195","GSM3506675","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"502","SRR8309700","SRX5123630","GSM3506676","SRP173226","PRJNA509195","GSM3506676","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"503","SRR8309701","SRX5123631","GSM3506677","SRP173226","PRJNA509195","GSM3506677","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"504","SRR8309702","SRX5123632","GSM3506678","SRP173226","PRJNA509195","GSM3506678","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"505","SRR8309703","SRX5123633","GSM3506679","SRP173226","PRJNA509195","GSM3506679","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"506","SRR8309704","SRX5123634","GSM3506680","SRP173226","PRJNA509195","GSM3506680","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"507","SRR8309705","SRX5123635","GSM3506681","SRP173226","PRJNA509195","GSM3506681","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"508","SRR8309706","SRX5123636","GSM3506682","SRP173226","PRJNA509195","GSM3506682","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"509","SRR8309707","SRX5123637","GSM3506683","SRP173226","PRJNA509195","GSM3506683","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"510","SRR8309708","SRX5123638","GSM3506684","SRP173226","PRJNA509195","GSM3506684","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"511","SRR8309709","SRX5123639","GSM3506685","SRP173226","PRJNA509195","GSM3506685","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"512","SRR8309710","SRX5123640","GSM3506686","SRP173226","PRJNA509195","GSM3506686","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"513","SRR8309711","SRX5123641","GSM3506687","SRP173226","PRJNA509195","GSM3506687","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"514","SRR8309712","SRX5123642","GSM3506688","SRP173226","PRJNA509195","GSM3506688","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"515","SRR8309713","SRX5123643","GSM3506689","SRP173226","PRJNA509195","GSM3506689","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"516","SRR8309714","SRX5123644","GSM3506690","SRP173226","PRJNA509195","GSM3506690","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"517","SRR8309715","SRX5123645","GSM3506691","SRP173226","PRJNA509195","GSM3506691","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"518","SRR8309716","SRX5123646","GSM3506692","SRP173226","PRJNA509195","GSM3506692","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"519","SRR8309717","SRX5123647","GSM3506693","SRP173226","PRJNA509195","GSM3506693","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"520","SRR8309718","SRX5123648","GSM3506694","SRP173226","PRJNA509195","GSM3506694","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"521","SRR8309719","SRX5123649","GSM3506695","SRP173226","PRJNA509195","GSM3506695","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"522","SRR8309720","SRX5123650","GSM3506696","SRP173226","PRJNA509195","GSM3506696","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"523","SRR8309721","SRX5123651","GSM3506697","SRP173226","PRJNA509195","GSM3506697","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"524","SRR8309722","SRX5123652","GSM3506698","SRP173226","PRJNA509195","GSM3506698","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"525","SRR8309723","SRX5123653","GSM3506699","SRP173226","PRJNA509195","GSM3506699","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"526","SRR8309724","SRX5123654","GSM3506700","SRP173226","PRJNA509195","GSM3506700","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"527","SRR8309725","SRX5123655","GSM3506701","SRP173226","PRJNA509195","GSM3506701","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"528","SRR8309726","SRX5123656","GSM3506702","SRP173226","PRJNA509195","GSM3506702","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"529","SRR8309727","SRX5123657","GSM3506703","SRP173226","PRJNA509195","GSM3506703","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"530","SRR8309728","SRX5123658","GSM3506704","SRP173226","PRJNA509195","GSM3506704","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"531","SRR8309729","SRX5123659","GSM3506705","SRP173226","PRJNA509195","GSM3506705","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"532","SRR8309730","SRX5123660","GSM3506706","SRP173226","PRJNA509195","GSM3506706","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"533","SRR8309731","SRX5123661","GSM3506707","SRP173226","PRJNA509195","GSM3506707","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"534","SRR8309732","SRX5123662","GSM3506708","SRP173226","PRJNA509195","GSM3506708","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"535","SRR8309733","SRX5123663","GSM3506709","SRP173226","PRJNA509195","GSM3506709","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"536","SRR8309734","SRX5123664","GSM3506710","SRP173226","PRJNA509195","GSM3506710","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"537","SRR8309735","SRX5123665","GSM3506711","SRP173226","PRJNA509195","GSM3506711","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"538","SRR8309736","SRX5123666","GSM3506712","SRP173226","PRJNA509195","GSM3506712","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"539","SRR8309737","SRX5123667","GSM3506713","SRP173226","PRJNA509195","GSM3506713","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"540","SRR8309738","SRX5123668","GSM3506714","SRP173226","PRJNA509195","GSM3506714","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"541","SRR8309739","SRX5123669","GSM3506715","SRP173226","PRJNA509195","GSM3506715","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"542","SRR8309740","SRX5123670","GSM3506716","SRP173226","PRJNA509195","GSM3506716","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"543","SRR8309741","SRX5123671","GSM3506717","SRP173226","PRJNA509195","GSM3506717","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"544","SRR8309742","SRX5123672","GSM3506718","SRP173226","PRJNA509195","GSM3506718","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"545","SRR8309743","SRX5123673","GSM3506719","SRP173226","PRJNA509195","GSM3506719","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"546","SRR8309744","SRX5123674","GSM3506720","SRP173226","PRJNA509195","GSM3506720","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"547","SRR8309745","SRX5123675","GSM3506721","SRP173226","PRJNA509195","GSM3506721","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"548","SRR8309746","SRX5123676","GSM3506722","SRP173226","PRJNA509195","GSM3506722","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"549","SRR8309747","SRX5123677","GSM3506723","SRP173226","PRJNA509195","GSM3506723","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"550","SRR8309748","SRX5123678","GSM3506724","SRP173226","PRJNA509195","GSM3506724","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"551","SRR8309749","SRX5123679","GSM3506725","SRP173226","PRJNA509195","GSM3506725","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"552","SRR8309750","SRX5123680","GSM3506726","SRP173226","PRJNA509195","GSM3506726","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"553","SRR8309751","SRX5123681","GSM3506727","SRP173226","PRJNA509195","GSM3506727","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"554","SRR8309752","SRX5123682","GSM3506728","SRP173226","PRJNA509195","GSM3506728","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"555","SRR8309753","SRX5123683","GSM3506729","SRP173226","PRJNA509195","GSM3506729","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"556","SRR8309754","SRX5123684","GSM3506730","SRP173226","PRJNA509195","GSM3506730","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"557","SRR8309755","SRX5123685","GSM3506731","SRP173226","PRJNA509195","GSM3506731","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"558","SRR8309756","SRX5123686","GSM3506732","SRP173226","PRJNA509195","GSM3506732","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"559","SRR8309757","SRX5123687","GSM3506733","SRP173226","PRJNA509195","GSM3506733","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"560","SRR8309758","SRX5123688","GSM3506734","SRP173226","PRJNA509195","GSM3506734","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"561","SRR8309759","SRX5123689","GSM3506735","SRP173226","PRJNA509195","GSM3506735","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"562","SRR8309760","SRX5123690","GSM3506736","SRP173226","PRJNA509195","GSM3506736","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"563","SRR8309761","SRX5123691","GSM3506737","SRP173226","PRJNA509195","GSM3506737","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"564","SRR8309762","SRX5123692","GSM3506738","SRP173226","PRJNA509195","GSM3506738","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"565","SRR8309763","SRX5123693","GSM3506739","SRP173226","PRJNA509195","GSM3506739","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"566","SRR8309764","SRX5123694","GSM3506740","SRP173226","PRJNA509195","GSM3506740","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"567","SRR8309765","SRX5123695","GSM3506741","SRP173226","PRJNA509195","GSM3506741","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"568","SRR8309766","SRX5123696","GSM3506742","SRP173226","PRJNA509195","GSM3506742","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"569","SRR8309767","SRX5123697","GSM3506743","SRP173226","PRJNA509195","GSM3506743","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"570","SRR8309768","SRX5123698","GSM3506744","SRP173226","PRJNA509195","GSM3506744","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"571","SRR8309769","SRX5123699","GSM3506745","SRP173226","PRJNA509195","GSM3506745","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"572","SRR8309770","SRX5123700","GSM3506746","SRP173226","PRJNA509195","GSM3506746","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"573","SRR8309771","SRX5123701","GSM3506747","SRP173226","PRJNA509195","GSM3506747","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"574","SRR8309772","SRX5123702","GSM3506748","SRP173226","PRJNA509195","GSM3506748","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"575","SRR8309773","SRX5123703","GSM3506749","SRP173226","PRJNA509195","GSM3506749","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"576","SRR8309774","SRX5123704","GSM3506750","SRP173226","PRJNA509195","GSM3506750","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"577","SRR8309775","SRX5123705","GSM3506751","SRP173226","PRJNA509195","GSM3506751","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"578","SRR8309776","SRX5123706","GSM3506752","SRP173226","PRJNA509195","GSM3506752","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"579","SRR8309777","SRX5123707","GSM3506753","SRP173226","PRJNA509195","GSM3506753","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"580","SRR8309778","SRX5123708","GSM3506754","SRP173226","PRJNA509195","GSM3506754","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"581","SRR8309779","SRX5123709","GSM3506755","SRP173226","PRJNA509195","GSM3506755","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"582","SRR8309780","SRX5123710","GSM3506756","SRP173226","PRJNA509195","GSM3506756","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"583","SRR8309781","SRX5123711","GSM3506757","SRP173226","PRJNA509195","GSM3506757","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"584","SRR8309782","SRX5123712","GSM3506758","SRP173226","PRJNA509195","GSM3506758","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"585","SRR8309783","SRX5123713","GSM3506759","SRP173226","PRJNA509195","GSM3506759","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"586","SRR8309784","SRX5123714","GSM3506760","SRP173226","PRJNA509195","GSM3506760","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"587","SRR8309785","SRX5123715","GSM3506761","SRP173226","PRJNA509195","GSM3506761","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"588","SRR8309786","SRX5123716","GSM3506762","SRP173226","PRJNA509195","GSM3506762","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"589","SRR8309787","SRX5123717","GSM3506763","SRP173226","PRJNA509195","GSM3506763","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"590","SRR8309788","SRX5123718","GSM3506764","SRP173226","PRJNA509195","GSM3506764","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"591","SRR8309789","SRX5123719","GSM3506765","SRP173226","PRJNA509195","GSM3506765","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"592","SRR8309790","SRX5123720","GSM3506766","SRP173226","PRJNA509195","GSM3506766","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"593","SRR8309791","SRX5123721","GSM3506767","SRP173226","PRJNA509195","GSM3506767","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"594","SRR8309792","SRX5123722","GSM3506768","SRP173226","PRJNA509195","GSM3506768","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"595","SRR8309793","SRX5123723","GSM3506769","SRP173226","PRJNA509195","GSM3506769","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"596","SRR8309794","SRX5123724","GSM3506770","SRP173226","PRJNA509195","GSM3506770","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"597","SRR8309795","SRX5123725","GSM3506771","SRP173226","PRJNA509195","GSM3506771","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"598","SRR8309796","SRX5123726","GSM3506772","SRP173226","PRJNA509195","GSM3506772","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"599","SRR8309797","SRX5123727","GSM3506773","SRP173226","PRJNA509195","GSM3506773","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"600","SRR8309798","SRX5123728","GSM3506774","SRP173226","PRJNA509195","GSM3506774","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"601","SRR8309799","SRX5123729","GSM3506775","SRP173226","PRJNA509195","GSM3506775","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"602","SRR8309800","SRX5123730","GSM3506776","SRP173226","PRJNA509195","GSM3506776","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"603","SRR8309801","SRX5123731","GSM3506777","SRP173226","PRJNA509195","GSM3506777","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"604","SRR8309802","SRX5123732","GSM3506778","SRP173226","PRJNA509195","GSM3506778","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"605","SRR8309803","SRX5123733","GSM3506779","SRP173226","PRJNA509195","GSM3506779","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"606","SRR8309804","SRX5123734","GSM3506780","SRP173226","PRJNA509195","GSM3506780","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"607","SRR8309805","SRX5123735","GSM3506781","SRP173226","PRJNA509195","GSM3506781","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"608","SRR8309806","SRX5123736","GSM3506782","SRP173226","PRJNA509195","GSM3506782","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"609","SRR8309807","SRX5123737","GSM3506783","SRP173226","PRJNA509195","GSM3506783","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"610","SRR8309808","SRX5123738","GSM3506784","SRP173226","PRJNA509195","GSM3506784","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"611","SRR8309809","SRX5123739","GSM3506785","SRP173226","PRJNA509195","GSM3506785","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"612","SRR8309810","SRX5123740","GSM3506786","SRP173226","PRJNA509195","GSM3506786","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"613","SRR8309811","SRX5123741","GSM3506787","SRP173226","PRJNA509195","GSM3506787","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"614","SRR8309812","SRX5123742","GSM3506788","SRP173226","PRJNA509195","GSM3506788","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"615","SRR8309813","SRX5123743","GSM3506789","SRP173226","PRJNA509195","GSM3506789","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"616","SRR8309814","SRX5123744","GSM3506790","SRP173226","PRJNA509195","GSM3506790","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"617","SRR8309815","SRX5123745","GSM3506791","SRP173226","PRJNA509195","GSM3506791","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"618","SRR8309816","SRX5123746","GSM3506792","SRP173226","PRJNA509195","GSM3506792","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"619","SRR8309817","SRX5123747","GSM3506793","SRP173226","PRJNA509195","GSM3506793","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"620","SRR8309818","SRX5123748","GSM3506794","SRP173226","PRJNA509195","GSM3506794","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"621","SRR8309819","SRX5123749","GSM3506795","SRP173226","PRJNA509195","GSM3506795","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"622","SRR8309820","SRX5123750","GSM3506796","SRP173226","PRJNA509195","GSM3506796","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"623","SRR8309821","SRX5123751","GSM3506797","SRP173226","PRJNA509195","GSM3506797","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"624","SRR8309822","SRX5123752","GSM3506798","SRP173226","PRJNA509195","GSM3506798","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"625","SRR8309823","SRX5123753","GSM3506799","SRP173226","PRJNA509195","GSM3506799","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"626","SRR8309824","SRX5123754","GSM3506800","SRP173226","PRJNA509195","GSM3506800","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"627","SRR8309825","SRX5123755","GSM3506801","SRP173226","PRJNA509195","GSM3506801","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"628","SRR8309826","SRX5123756","GSM3506802","SRP173226","PRJNA509195","GSM3506802","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"629","SRR8309827","SRX5123757","GSM3506803","SRP173226","PRJNA509195","GSM3506803","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"630","SRR8309828","SRX5123758","GSM3506804","SRP173226","PRJNA509195","GSM3506804","clinical isolate","",FALSE,FALSE,FALSE,TRUE
"631","SRR8309829","SRX5123759","GSM3506805","SRP173226","PRJNA509195","GSM3506805","clinical isolate","",FALSE,FALSE,FALSE,TRUE
