"","Run","Experiment","Sample.Name","SRA_study","BioProject","GEO_Accession..exp.","source_name","Strain","PAO1","PA14","PAK","ClinicalIsolate"
"1","SRR8239475","SRX5057740","CLJ1","SRP170343","PRJNA383797","","","CLJ1",FALSE,FALSE,FALSE,FALSE
"2","SRR8239476","SRX5057739","CLJ1","SRP170343","PRJNA383797","","","CLJ1",FALSE,FALSE,FALSE,FALSE
"3","SRR8239645","SRX5057910","CLJ3","SRP170410","PRJNA383798","","","CLJ3",FALSE,FALSE,FALSE,FALSE
"4","SRR8239646","SRX5057909","CLJ3","SRP170410","PRJNA383798","","","CLJ3",FALSE,FALSE,FALSE,FALSE
"5","SRR6483189","SRX3573046","PAO1 samples from Colistin/Doripenem treatment","SRP130183","PRJNA414673","","","PAO1",TRUE,FALSE,FALSE,FALSE
"6","SRR6483191","SRX3573044","PAO1 samples from Colistin/Doripenem treatment","SRP130183","PRJNA414673","","","PAO1",TRUE,FALSE,FALSE,FALSE
"7","SRR8377186","SRX5187184","GSM3534619","SRP174640","PRJNA512099","GSM3534619","PAO1 treated with FOS","PAO1",TRUE,FALSE,FALSE,FALSE
"8","SRR8377187","SRX5187185","GSM3534620","SRP174640","PRJNA512099","GSM3534620","PAO1 treated with FOS","PAO1",TRUE,FALSE,FALSE,FALSE
"9","SRR8377188","SRX5187186","GSM3534621","SRP174640","PRJNA512099","GSM3534621","PAO1 treated with Inulin","PAO1",TRUE,FALSE,FALSE,FALSE
"10","SRR8377189","SRX5187187","GSM3534622","SRP174640","PRJNA512099","GSM3534622","PAO1 treated with Inulin","PAO1",TRUE,FALSE,FALSE,FALSE
"11","SRR8377190","SRX5187188","GSM3534623","SRP174640","PRJNA512099","GSM3534623","PAO1 untreated","PAO1",TRUE,FALSE,FALSE,FALSE
"12","SRR8377191","SRX5187189","GSM3534624","SRP174640","PRJNA512099","GSM3534624","PAO1 untreated","PAO1",TRUE,FALSE,FALSE,FALSE
"13","SRR8327202","SRX5138916","20mg/L 5 day-1","SRP173569","PRJNA506639","","","",FALSE,FALSE,FALSE,FALSE
"14","SRR8327203","SRX5138915","20mg/L 5 day-2","SRP173569","PRJNA506639","","","",FALSE,FALSE,FALSE,FALSE
"15","SRR8327204","SRX5138914","20mg/L 2 day-1","SRP173569","PRJNA506639","","","",FALSE,FALSE,FALSE,FALSE
"16","SRR8327205","SRX5138913","20mg/L 2 day-2","SRP173569","PRJNA506639","","","",FALSE,FALSE,FALSE,FALSE
"17","SRR7786905","SRX4641866","Artificial urine 2","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"18","SRR7786906","SRX4641865","Artificial urine 1","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"19","SRR7786907","SRX4641864","Mouse bladder","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"20","SRR7786908","SRX4641863","PBS Tryptone Human Urine 2","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"21","SRR7786909","SRX4641862","PBS Tryptone Human Urine 1","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"22","SRR7786910","SRX4641861","PBS Tryptone 2","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"23","SRR7786911","SRX4641860","PBS Tryptone 1","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"24","SRR7786912","SRX4641859","LB Urea 2","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"25","SRR7786913","SRX4641858","LB Urea 1","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"26","SRR7786914","SRX4641857","LB 2","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"27","SRR7786915","SRX4641856","LB 1","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"28","SRR7786916","SRX4641855","PBS Tryptone Mouse Urine 2","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"29","SRR7786917","SRX4641854","PBS Tryptone Mouse Urine 1","SRP159622","PRJNA489391","","","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"30","SRR6448772","SRX3539745","PAO1B3","SRP128411","PRJNA428284","","","Pseudomonas aeruginosa PAO1",TRUE,FALSE,FALSE,FALSE
"31","SRR6448778","SRX3539739","PAO1B1","SRP128411","PRJNA428284","","","Pseudomonas aeruginosa PAO1",TRUE,FALSE,FALSE,FALSE
"32","SRR6448779","SRX3539738","PAO1B2","SRP128411","PRJNA428284","","","Pseudomonas aeruginosa PAO1",TRUE,FALSE,FALSE,FALSE
"33","SRR7723449","SRX4579961","GSM3347985","SRP158426","PRJNA486815","GSM3347985","Transcriptome of control of P. aeruginosa PAO1","",TRUE,FALSE,FALSE,FALSE
"34","SRR7723450","SRX4579962","GSM3347986","SRP158426","PRJNA486815","GSM3347986","Transcriptome of control of P. aeruginosa PAO1","",TRUE,FALSE,FALSE,FALSE
"35","SRR7723451","SRX4579963","GSM3347987","SRP158426","PRJNA486815","GSM3347987","Transcriptome of control of P. aeruginosa PAO1","",TRUE,FALSE,FALSE,FALSE
"36","SRR7723452","SRX4579964","GSM3347988","SRP158426","PRJNA486815","GSM3347988","Transcriptome of DDS-treated P. aeruginosa PAO1","",TRUE,FALSE,FALSE,FALSE
"37","SRR7723453","SRX4579965","GSM3347989","SRP158426","PRJNA486815","GSM3347989","Transcriptome of DDS-treated P. aeruginosa PAO1","",TRUE,FALSE,FALSE,FALSE
"38","SRR7723454","SRX4579966","GSM3347990","SRP158426","PRJNA486815","GSM3347990","Transcriptome of DDS-treated P. aeruginosa PAO1","",TRUE,FALSE,FALSE,FALSE
"39","SRR7875540","SRX4714440","PAKpmrB6_020","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"40","SRR7875541","SRX4714439","PAKpmrB6_021","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"41","SRR7875542","SRX4714438","PAKpmrB6_008","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"42","SRR7875543","SRX4714437","PAKpmrB6_009","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"43","SRR7875544","SRX4714436","PAKpmrB6_006","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"44","SRR7875545","SRX4714435","PAKpmrB6_007","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"45","SRR7875546","SRX4714434","PAKpmrB6_004","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"46","SRR7875547","SRX4714433","PAKpmrB6_005","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"47","SRR7875548","SRX4714432","PAKpmrB6_002","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"48","SRR7875549","SRX4714431","PAKpmrB6_003","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"49","SRR7875550","SRX4714430","PAK_021","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"50","SRR7875551","SRX4714429","PAKpmrB6_001","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"51","SRR7875552","SRX4714428","PAK_006","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"52","SRR7875553","SRX4714427","PAK_005","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"53","SRR7875554","SRX4714426","PAK_008","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"54","SRR7875555","SRX4714425","PAK_007","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"55","SRR7875556","SRX4714424","PAK_002","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"56","SRR7875557","SRX4714423","PAK_001","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"57","SRR7875558","SRX4714422","PAK_004","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"58","SRR7875559","SRX4714421","PAK_003","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"59","SRR7875560","SRX4714420","PAK_010","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"60","SRR7875561","SRX4714419","PAK_009","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"61","SRR7875562","SRX4714418","PAKpmrB6_019","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"62","SRR7875563","SRX4714417","PAKpmrB6_018","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"63","SRR7875564","SRX4714416","PAKpmrB6_015","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"64","SRR7875565","SRX4714415","PAKpmrB6_014","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"65","SRR7875566","SRX4714414","PAKpmrB6_017","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"66","SRR7875567","SRX4714413","PAKpmrB6_016","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"67","SRR7875568","SRX4714412","PAKpmrB6_011","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"68","SRR7875569","SRX4714411","PAKpmrB6_010","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"69","SRR7875570","SRX4714410","PAKpmrB6_013","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"70","SRR7875571","SRX4714409","PAKpmrB6_012","SRP162096","PRJNA491816","","","PAKpmrB6",FALSE,FALSE,TRUE,FALSE
"71","SRR7875572","SRX4714408","PAK_018","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"72","SRR7875573","SRX4714407","PAK_017","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"73","SRR7875574","SRX4714406","PAK_016","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"74","SRR7875575","SRX4714405","PAK_015","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"75","SRR7875576","SRX4714404","PAK_014","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"76","SRR7875577","SRX4714403","PAK_013","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"77","SRR7875578","SRX4714402","PAK_012","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"78","SRR7875579","SRX4714401","PAK_011","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"79","SRR7875580","SRX4714400","PAK_020","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"80","SRR7875581","SRX4714399","PAK_019","SRP162096","PRJNA491816","","","PAK",FALSE,FALSE,TRUE,FALSE
"81","SRR8244420","SRX5062523","GSM3488903","SRP170733","PRJNA506970","GSM3488903","clinical isolate derived from Charité Berlin","",FALSE,FALSE,FALSE,TRUE
"82","SRR8244421","SRX5062524","GSM3488904","SRP170733","PRJNA506970","GSM3488904","clinical isolate derived from Charité Berlin","",FALSE,FALSE,FALSE,TRUE
"83","SRR8244422","SRX5062525","GSM3488905","SRP170733","PRJNA506970","GSM3488905","clinical isolate CH2658 passaged in G. mellonella (first passage)","",FALSE,FALSE,FALSE,TRUE
"84","SRR8244423","SRX5062526","GSM3488906","SRP170733","PRJNA506970","GSM3488906","clinical isolate CH2658 passaged in G. mellonella (first passage)","",FALSE,FALSE,FALSE,TRUE
"85","SRR8244424","SRX5062527","GSM3488907","SRP170733","PRJNA506970","GSM3488907","clinical isolate CH2658 passaged in G. mellonella (second passage)","",FALSE,FALSE,FALSE,TRUE
"86","SRR8244425","SRX5062528","GSM3488908","SRP170733","PRJNA506970","GSM3488908","clinical isolate CH2658 passaged in G. mellonella (second passage)","",FALSE,FALSE,FALSE,TRUE
"87","SRR8244426","SRX5062529","GSM3488909","SRP170733","PRJNA506970","GSM3488909","clinical isolate CH2658 passaged in G. mellonella (third passage)","",FALSE,FALSE,FALSE,TRUE
"88","SRR8244427","SRX5062530","GSM3488910","SRP170733","PRJNA506970","GSM3488910","clinical isolate CH2658 passaged in G. mellonella (third passage)","",FALSE,FALSE,FALSE,TRUE
"89","SRR8244428","SRX5062531","GSM3488911","SRP170733","PRJNA506970","GSM3488911","clinical isolate CH2658 passaged in G. mellonella (fourth passage)","",FALSE,FALSE,FALSE,TRUE
"90","SRR8244429","SRX5062532","GSM3488912","SRP170733","PRJNA506970","GSM3488912","clinical isolate CH2658 passaged in G. mellonella (fourth passage)","",FALSE,FALSE,FALSE,TRUE
"91","SRR8244430","SRX5062533","GSM3488913","SRP170733","PRJNA506970","GSM3488913","Fourth G. mellonella Passage of CH2658 cultivated in LB (day 1; 2 passages)","",FALSE,FALSE,FALSE,FALSE
"92","SRR8244431","SRX5062534","GSM3488914","SRP170733","PRJNA506970","GSM3488914","Fourth G. mellonella Passage of CH2658 cultivated in LB (day 1; 2 passages)","",FALSE,FALSE,FALSE,FALSE
"93","SRR8244432","SRX5062535","GSM3488915","SRP170733","PRJNA506970","GSM3488915","Fourth G. mellonella Passage of CH2658 cultivated in LB (day 2; 4 passages)","",FALSE,FALSE,FALSE,FALSE
"94","SRR8244433","SRX5062536","GSM3488916","SRP170733","PRJNA506970","GSM3488916","Fourth G. mellonella Passage of CH2658 cultivated in LB (day 2; 4 passages)","",FALSE,FALSE,FALSE,FALSE
"95","SRR8244434","SRX5062537","GSM3488917","SRP170733","PRJNA506970","GSM3488917","Fourth G. mellonella Passage of CH2658 cultivated in LB (day 3; 6 passages)","",FALSE,FALSE,FALSE,FALSE
"96","SRR8244435","SRX5062538","GSM3488918","SRP170733","PRJNA506970","GSM3488918","Fourth G. mellonella Passage of CH2658 cultivated in LB (day 3; 6 passages)","",FALSE,FALSE,FALSE,FALSE
"97","SRR8244436","SRX5062539","GSM3488919","SRP170733","PRJNA506970","GSM3488919","Fourth G. mellonella Passage of CH2658 cultivated in LB (day 4; 8 passages)","",FALSE,FALSE,FALSE,FALSE
"98","SRR8244437","SRX5062540","GSM3488920","SRP170733","PRJNA506970","GSM3488920","Fourth G. mellonella Passage of CH2658 cultivated in LB (day 4; 8 passages)","",FALSE,FALSE,FALSE,FALSE
"99","SRR8244438","SRX5062541","GSM3488921","SRP170733","PRJNA506970","GSM3488921","clinical isolate CH2658 passaged in LB as control for four days (two passages a day)","",FALSE,FALSE,FALSE,TRUE
"100","SRR8244439","SRX5062542","GSM3488922","SRP170733","PRJNA506970","GSM3488922","clinical isolate CH2658 passaged in LB as control for four days (two passages a day)","",FALSE,FALSE,FALSE,TRUE
"101","SRR8244440","SRX5062543","GSM3488923","SRP170733","PRJNA506970","GSM3488923","clinical isolate CH2658 passaged in LB and an overlay of paraffin as control for four days (two passages a day)","",FALSE,FALSE,FALSE,TRUE
"102","SRR8244441","SRX5062544","GSM3488924","SRP170733","PRJNA506970","GSM3488924","clinical isolate CH2658 passaged in LB and an overlay of paraffin as control for four days (two passages a day)","",FALSE,FALSE,FALSE,TRUE
"103","SRR8244442","SRX5062545","GSM3488925","SRP170733","PRJNA506970","GSM3488925","clinical isolate CH2658 passaged in the presence of 5 % linolenic acid for four days ( 2 passages a day)","",FALSE,FALSE,FALSE,TRUE
"104","SRR8244443","SRX5062546","GSM3488926","SRP170733","PRJNA506970","GSM3488926","clinical isolate CH2658 passaged in the presence of 5 % linolenic acid for four days ( 2 passages a day)","",FALSE,FALSE,FALSE,TRUE
"105","SRR8244444","SRX5062547","GSM3488927","SRP170733","PRJNA506970","GSM3488927","clinical isolate CH2658 passaged in the presence of 5 % linolenic acid and an overlay of paraffin for four days ( 2 passages a day)","",FALSE,FALSE,FALSE,TRUE
"106","SRR8244445","SRX5062548","GSM3488928","SRP170733","PRJNA506970","GSM3488928","clinical isolate CH2658 passaged in the presence of 5 % linolenic acid and an overlay of paraffin for four days ( 2 passages a day)","",FALSE,FALSE,FALSE,TRUE
"107","SRR8284750","SRX5099519","GSM3502697","SRP172693","PRJNA508631","GSM3502697","wildtype","",FALSE,FALSE,FALSE,FALSE
"108","SRR8284751","SRX5099520","GSM3502698","SRP172693","PRJNA508631","GSM3502698","wildtype","",FALSE,FALSE,FALSE,FALSE
"109","SRR8284752","SRX5099521","GSM3502699","SRP172693","PRJNA508631","GSM3502699","wildtype","",FALSE,FALSE,FALSE,FALSE
"110","SRR8284753","SRX5099522","GSM3502700","SRP172693","PRJNA508631","GSM3502700","PA1438 (MmnS)","",FALSE,TRUE,FALSE,FALSE
"111","SRR8284754","SRX5099523","GSM3502701","SRP172693","PRJNA508631","GSM3502701","PA1438 (MmnS)","",FALSE,TRUE,FALSE,FALSE
"112","SRR8284755","SRX5099524","GSM3502702","SRP172693","PRJNA508631","GSM3502702","PA1438 (MmnS)","",FALSE,TRUE,FALSE,FALSE
"113","SRR8281309","SRX5096111","GSM3501774","SRP172498","PRJNA508412","GSM3501774","PAO1 ?PA2076 (?odsR)","",TRUE,FALSE,FALSE,FALSE
"114","SRR8281310","SRX5096112","GSM3501775","SRP172498","PRJNA508412","GSM3501775","PAO1 ?PA2076 (?odsR)","",TRUE,FALSE,FALSE,FALSE
"115","SRR8281311","SRX5096113","GSM3501776","SRP172498","PRJNA508412","GSM3501776","PAO1 ?PA2076 (?odsR)","",TRUE,FALSE,FALSE,FALSE
"116","SRR8281312","SRX5096114","GSM3501777","SRP172498","PRJNA508412","GSM3501777","PAO1 ?PA2076 (?odsR)","",TRUE,FALSE,FALSE,FALSE
"117","SRR8281313","SRX5096115","GSM3501778","SRP172498","PRJNA508412","GSM3501778","PAO1 ?PA2076 (?odsR)","",TRUE,FALSE,FALSE,FALSE
"118","SRR8281314","SRX5096116","GSM3501779","SRP172498","PRJNA508412","GSM3501779","PAO1 ?PA2076 (?odsR)","",TRUE,FALSE,FALSE,FALSE
"119","SRR8281315","SRX5096117","GSM3501780","SRP172498","PRJNA508412","GSM3501780","PAO1 ?PA2076 (?odsR)","",TRUE,FALSE,FALSE,FALSE
"120","SRR8281316","SRX5096118","GSM3501781","SRP172498","PRJNA508412","GSM3501781","PAO1 ?PA2076 (?odsR)","",TRUE,FALSE,FALSE,FALSE
"121","ERR1200358","ERX1272616","SAMEA3721278","ERP013765","PRJEB12304","","","",FALSE,FALSE,FALSE,FALSE
"122","ERR1200359","ERX1272617","SAMEA3721279","ERP013765","PRJEB12304","","","",FALSE,FALSE,FALSE,FALSE
"123","ERR1200360","ERX1272618","SAMEA104626705","ERP013765","PRJEB12304","","","",FALSE,FALSE,FALSE,FALSE
"124","ERR1200361","ERX1272619","SAMEA104626704","ERP013765","PRJEB12304","","","",FALSE,FALSE,FALSE,FALSE
"125","SRR8195517","SRX4990983","GSM3462628","SRP168022","PRJNA504405","GSM3462628","?vreR mutant","PAO1",TRUE,FALSE,FALSE,FALSE
"126","SRR7768515","SRX4624098","resus-1.5h","SRP159130","PRJNA488531","","","PA14",FALSE,TRUE,FALSE,FALSE
"127","SRR7768517","SRX4624096","persisters","SRP159130","PRJNA488531","","","PA14",FALSE,TRUE,FALSE,FALSE
"128","SRR7768516","SRX4624097","resus-1h","SRP159130","PRJNA488531","","","PA14",FALSE,TRUE,FALSE,FALSE
"129","SRR7768518","SRX4624095","PA14","SRP159130","PRJNA488531","","","PA14",FALSE,TRUE,FALSE,FALSE
"130","ERR2008793","ERX2068556","SAMEA104125138","ERP023543","PRJEB21307","","","",TRUE,FALSE,FALSE,FALSE
"131","ERR2008794","ERX2068557","SAMEA104125139","ERP023543","PRJEB21307","","","",TRUE,FALSE,FALSE,FALSE
"132","ERR2008795","ERX2068558","SAMEA104125140","ERP023543","PRJEB21307","","","",TRUE,FALSE,FALSE,FALSE
"133","ERR2008796","ERX2068559","SAMEA104125141","ERP023543","PRJEB21307","","","",TRUE,FALSE,FALSE,FALSE
"134","ERR2008797","ERX2068560","SAMEA104125142","ERP023543","PRJEB21307","","","",TRUE,FALSE,FALSE,FALSE
"135","ERR2008798","ERX2068561","SAMEA104125143","ERP023543","PRJEB21307","","","",TRUE,FALSE,FALSE,FALSE
"136","SRR7743255","SRX4599510","J00015_D8","SRP062593","PRJNA293284","","","PA14",FALSE,TRUE,FALSE,FALSE
"137","SRR8179947","SRX5000017","GSM3465658","SRP168376","PRJNA504872","GSM3465658","Fungal mycelium and bacteria","",TRUE,FALSE,FALSE,FALSE
"138","SRR8179948","SRX5000018","GSM3465659","SRP168376","PRJNA504872","GSM3465659","Fungal mycelium and bacteria","",TRUE,FALSE,FALSE,FALSE
"139","SRR8179949","SRX5000019","GSM3465660","SRP168376","PRJNA504872","GSM3465660","Fungal mycelium and bacteria","",TRUE,FALSE,FALSE,FALSE
"140","SRR8179950","SRX5000020","GSM3465661","SRP168376","PRJNA504872","GSM3465661","Fungal mycelium and bacteria","",TRUE,FALSE,FALSE,FALSE
"141","SRR8179951","SRX5000021","GSM3465662","SRP168376","PRJNA504872","GSM3465662","Fungal mycelium and bacteria","",TRUE,FALSE,FALSE,FALSE
"142","SRR8179952","SRX5000022","GSM3465663","SRP168376","PRJNA504872","GSM3465663","Fungal mycelium and bacteria","",TRUE,FALSE,FALSE,FALSE
"143","SRR8179953","SRX5000023","GSM3465664","SRP168376","PRJNA504872","GSM3465664","Fungal mycelium and bacteria","",TRUE,FALSE,FALSE,FALSE
"144","SRR8179954","SRX5000025","GSM3465665","SRP168376","PRJNA504872","GSM3465665","Fungal mycelium and bacteria","",TRUE,FALSE,FALSE,FALSE
"145","SRR8179955","SRX5000026","GSM3465666","SRP168376","PRJNA504872","GSM3465666","Fungal mycelium and bacteria","",TRUE,FALSE,FALSE,FALSE
"146","SRR8179956","SRX5000027","GSM3465667","SRP168376","PRJNA504872","GSM3465667","Fungal mycelium and heat-inactivated bacteria","",TRUE,FALSE,FALSE,FALSE
"147","SRR8179957","SRX5000028","GSM3465668","SRP168376","PRJNA504872","GSM3465668","Fungal mycelium and heat-inactivated bacteria","",TRUE,FALSE,FALSE,FALSE
"148","SRR8179959","SRX5000029","GSM3465669","SRP168376","PRJNA504872","GSM3465669","Fungal mycelium and heat-inactivated bacteria","",TRUE,FALSE,FALSE,FALSE
"149","SRR8179960","SRX5000030","GSM3465670","SRP168376","PRJNA504872","GSM3465670","Fungal mycelium and heat-inactivated bacteria","",TRUE,FALSE,FALSE,FALSE
"150","SRR8179961","SRX5000031","GSM3465671","SRP168376","PRJNA504872","GSM3465671","Fungal mycelium and heat-inactivated bacteria","",TRUE,FALSE,FALSE,FALSE
"151","SRR8179962","SRX5000032","GSM3465672","SRP168376","PRJNA504872","GSM3465672","Fungal mycelium and heat-inactivated bacteria","",TRUE,FALSE,FALSE,FALSE
"152","SRR8179963","SRX5000033","GSM3465673","SRP168376","PRJNA504872","GSM3465673","Fungal mycelium and heat-inactivated bacteria","",TRUE,FALSE,FALSE,FALSE
"153","SRR8179964","SRX5000034","GSM3465674","SRP168376","PRJNA504872","GSM3465674","Fungal mycelium and heat-inactivated bacteria","",TRUE,FALSE,FALSE,FALSE
"154","SRR8179965","SRX5000036","GSM3465675","SRP168376","PRJNA504872","GSM3465675","Fungal mycelium and heat-inactivated bacteria","",TRUE,FALSE,FALSE,FALSE
"155","SRR7943545","SRX4777722","T1-3_good_1.fq","SRP162907","PRJNA482690","","","nirS mutant",FALSE,FALSE,FALSE,FALSE
"156","SRR7943546","SRX4777721","T1-2_good_1.fq","SRP162907","PRJNA482690","","","nirS mutant",FALSE,FALSE,FALSE,FALSE
"157","SRR7943547","SRX4777720","CK-2_good_1.fq","SRP162907","PRJNA482690","","","WT",FALSE,FALSE,FALSE,FALSE
"158","SRR7943548","SRX4777719","CK-1_good_1.fq","SRP162907","PRJNA482690","","","WT",FALSE,FALSE,FALSE,FALSE
"159","SRR7943549","SRX4777718","T1-1_good_1.fq","SRP162907","PRJNA482690","","","nirS mutant",FALSE,FALSE,FALSE,FALSE
"160","SRR7943550","SRX4777717","CK-3_good_1.fq","SRP162907","PRJNA482690","","","WT",FALSE,FALSE,FALSE,FALSE
"161","SRR8055264","SRX4884852","GSM3428651","SRP165737","PRJNA496467","GSM3428651","liquid culture in LB (Luria-Bertani) medium","",TRUE,FALSE,FALSE,FALSE
"162","SRR8055265","SRX4884853","GSM3428652","SRP165737","PRJNA496467","GSM3428652","liquid culture in LB (Luria-Bertani) medium","",TRUE,FALSE,FALSE,FALSE
"163","SRR8055266","SRX4884854","GSM3428653","SRP165737","PRJNA496467","GSM3428653","liquid culture in LB (Luria-Bertani) medium","",TRUE,FALSE,FALSE,FALSE
"164","SRR8055267","SRX4884855","GSM3428654","SRP165737","PRJNA496467","GSM3428654","liquid culture in LB (Luria-Bertani) medium","",TRUE,FALSE,FALSE,FALSE
"165","SRR8055268","SRX4884856","GSM3428655","SRP165737","PRJNA496467","GSM3428655","liquid culture in LB (Luria-Bertani) medium","",TRUE,FALSE,FALSE,FALSE
"166","SRR8055269","SRX4884857","GSM3428656","SRP165737","PRJNA496467","GSM3428656","liquid culture in LB (Luria-Bertani) medium","",TRUE,FALSE,FALSE,FALSE
"167","SRR8055270","SRX4884858","GSM3428657","SRP165737","PRJNA496467","GSM3428657","liquid culture in LB (Luria-Bertani) medium","",TRUE,FALSE,FALSE,FALSE
"168","SRR8055271","SRX4884859","GSM3428658","SRP165737","PRJNA496467","GSM3428658","liquid culture in LB (Luria-Bertani) medium","",TRUE,FALSE,FALSE,FALSE
"169","SRR8055272","SRX4884860","GSM3428659","SRP165737","PRJNA496467","GSM3428659","liquid culture in LB (Luria-Bertani) medium","",TRUE,FALSE,FALSE,FALSE
"170","SRR8055273","SRX4884861","GSM3428660","SRP165737","PRJNA496467","GSM3428660","liquid culture in LB (Luria-Bertani) medium","",TRUE,FALSE,FALSE,FALSE
"171","ERR2437283","ERX2456851","SAMEA104710849","ERP107614","PRJEB25674","","","",TRUE,FALSE,FALSE,FALSE
"172","ERR2437284","ERX2456852","SAMEA104710850","ERP107614","PRJEB25674","","","",TRUE,FALSE,FALSE,FALSE
"173","ERR2437285","ERX2456853","SAMEA104710851","ERP107614","PRJEB25674","","","",TRUE,FALSE,FALSE,FALSE
"174","ERR2437288","ERX2456856","SAMEA104710854","ERP107614","PRJEB25674","","","",TRUE,FALSE,FALSE,FALSE
"175","ERR2437289","ERX2456857","SAMEA104710855","ERP107614","PRJEB25674","","","",TRUE,FALSE,FALSE,FALSE
"176","ERR2437290","ERX2456858","SAMEA104710856","ERP107614","PRJEB25674","","","",TRUE,FALSE,FALSE,FALSE
"177","SRR7938976","SRX4774141","GSM3405609","SRP162817","PRJNA493733","GSM3405609","Lab culture","PAO1",TRUE,FALSE,FALSE,FALSE
"178","SRR7938977","SRX4774142","GSM3405610","SRP162817","PRJNA493733","GSM3405610","Lab culture","PAO1",TRUE,FALSE,FALSE,FALSE
"179","SRR7938978","SRX4774143","GSM3405611","SRP162817","PRJNA493733","GSM3405611","Lab culture","PAO1",TRUE,FALSE,FALSE,FALSE
