"","X1","X2"
"AAG05590","AAG05590","PA2202"
"AAG05591","AAG05591","PA2203"
"AAG05592","AAG05592","PA2204"
"AAG05593","AAG05593","PA2205"
"AAG05594","AAG05594","PA2206"
"AAG05595","AAG05595","PA2207"
"AAG05596","AAG05596","PA2208"
"AAG05597","AAG05597","PA2209"
"AAG05598","AAG05598","PA2210"
"AAG05599","AAG05599","PA2211"
"AAG05600","AAG05600","PA2212"
"AAG05601","AAG05601","PA2213"
"AAG05602","AAG05602","PA2214"
"AAG05603","AAG05603","PA2215"
"AAG05604","AAG05604","PA2216"
"AAG05605","AAG05605","PA2217"
"AAG05606","AAG05606","PA2218"
"AAG05607","AAG05607","PA2219"
"AAG05608","AAG05608","PA2220"
"AAG05609","AAG05609","PA2221"
"AAG05610","AAG05610","PA2222"
"AAG05611","AAG05611","PA2223"
"AAG05612","AAG05612","PA2224"
"AAG05613","AAG05613","PA2225"
"AAG05614","AAG05614","PA2226"
"AAG05615","AAG05615","PA2227"
"AAG05616","AAG05616","PA2228"
"AAG05617","AAG05617","PA2229"
"AAG05618","AAG05618","PA2230"
"AAG05619","AAG05619","PA2231"
"AAG05620","AAG05620","PA2232"
"AAG05621","AAG05621","PA2233"
"AAG05622","AAG05622","PA2234"
"AAG05623","AAG05623","PA2235"
"AAG05624","AAG05624","PA2236"
"AAG05625","AAG05625","PA2237"
"AAG05626","AAG05626","PA2238"
"AAG05627","AAG05627","PA2239"
"AAG05628","AAG05628","PA2240"
"AAG05629","AAG05629","PA2241"
"AAG05630","AAG05630","PA2242"
"AAG05631","AAG05631","PA2243"
"AAG05632","AAG05632","PA2244"
"AAG05633","AAG05633","PA2245"
"AAG05634","AAG05634","PA2246"
"AAG05635","AAG05635","PA2247"
"AAG05636","AAG05636","PA2248"
"AAG05637","AAG05637","PA2249"
"AAG05638","AAG05638","PA2250"
"AAG05639","AAG05639","PA2251"
"AAG05640","AAG05640","PA2252"
"AAG05641","AAG05641","PA2253"
"AAG05642","AAG05642","PA2254"
"AAG05643","AAG05643","PA2255"
"AAG05644","AAG05644","PA2256"
"AAG05645","AAG05645","PA2257"
"AAG05646","AAG05646","PA2258"
"AAG05647","AAG05647","PA2259"
"AAG05648","AAG05648","PA2260"
"AAG05649","AAG05649","PA2261"
"AAG05650","AAG05650","PA2262"
"AAG05651","AAG05651","PA2263"
"AAG05652","AAG05652","PA2264"
"AAG05653","AAG05653","PA2265"
"AAG05654","AAG05654","PA2266"
"AAG05655","AAG05655","PA2267"
"AAG05656","AAG05656","PA2268"
"AAG05657","AAG05657","PA2269"
"AAG05658","AAG05658","PA2270"
"AAG05659","AAG05659","PA2271"
"AAG05660","AAG05660","PA2272"
"AAG05661","AAG05661","PA2273"
"AAG05662","AAG05662","PA2274"
"AAG05663","AAG05663","PA2275"
"AAG05664","AAG05664","PA2276"
"AAG05665","AAG05665","PA2277"
"AAG05666","AAG05666","PA2278"
"AAG05667","AAG05667","PA2279"
"AAG05668","AAG05668","PA2280"
"AAG05669","AAG05669","PA2281"
"AAG05670","AAG05670","PA2282"
"AAG05671","AAG05671","PA2283"
"AAG05672","AAG05672","PA2284"
"AAG05673","AAG05673","PA2285"
"AAG05674","AAG05674","PA2286"
"AAG05675","AAG05675","PA2287"
"AAG05676","AAG05676","PA2288"
"AAG05677","AAG05677","PA2289"
"AAG05678","AAG05678","PA2290"
"AAG05679","AAG05679","PA2291"
"AAG05680","AAG05680","PA2292"
"AAG05681","AAG05681","PA2293"
"AAG05682","AAG05682","PA2294"
"AAG05683","AAG05683","PA2295"
"AAG05684","AAG05684","PA2296"
"AAG05685","AAG05685","PA2297"
"AAG05686","AAG05686","PA2298"
"AAG05687","AAG05687","PA2299"
"AAG05688","AAG05688","PA2300"
"AAG05689","AAG05689","PA2301"
"AAG05690","AAG05690","PA2302"
"AAG05691","AAG05691","PA2303"
"AAG05692","AAG05692","PA2304"
"AAG05693","AAG05693","PA2305"
"AAG05694","AAG05694","PA2306"
"AAG05695","AAG05695","PA2307"
"AAG05696","AAG05696","PA2308"
"AAG05697","AAG05697","PA2309"
"AAG05698","AAG05698","PA2310"
"AAG05699","AAG05699","PA2311"
"AAG05700","AAG05700","PA2312"
"AAG05701","AAG05701","PA2313"
"AAG05702","AAG05702","PA2314"
"AAG05703","AAG05703","PA2315"
"AAG05704","AAG05704","PA2316"
"AAG05705","AAG05705","PA2317"
"AAG05706","AAG05706","PA2318"
"AAG05707","AAG05707","PA2319"
"AAG05708","AAG05708","PA2320"
"AAG05709","AAG05709","PA2321"
"AAG05710","AAG05710","PA2322"
"AAG05711","AAG05711","PA2323"
"AAG05712","AAG05712","PA2324"
"AAG05713","AAG05713","PA2325"
"AAG05714","AAG05714","PA2326"
"AAG05715","AAG05715","PA2327"
"AAG05716","AAG05716","PA2328"
"AAG05717","AAG05717","PA2329"
"AAG05718","AAG05718","PA2330"
"AAG05719","AAG05719","PA2331"
"AAG05720","AAG05720","PA2332"
"AAG05721","AAG05721","PA2333"
"AAG05722","AAG05722","PA2334"
"AAG05723","AAG05723","PA2335"
"AAG05724","AAG05724","PA2336"
"AAG05725","AAG05725","PA2337"
"AAG05726","AAG05726","PA2338"
"AAG05727","AAG05727","PA2339"
"AAG05728","AAG05728","PA2340"
"AAG05729","AAG05729","PA2341"
"AAG05730","AAG05730","PA2342"
"AAG05731","AAG05731","PA2343"
"AAG05732","AAG05732","PA2344"
"AAG05733","AAG05733","PA2345"
"AAG05734","AAG05734","PA2346"
"AAG05735","AAG05735","PA2347"
"AAG05736","AAG05736","PA2348"
"AAG05737","AAG05737","PA2349"
"AAG05738","AAG05738","PA2350"
"AAG05739","AAG05739","PA2351"
"AAG05740","AAG05740","PA2352"
"AAG05741","AAG05741","PA2353"
"AAG05742","AAG05742","PA2354"
"AAG05743","AAG05743","PA2355"
"AAG05744","AAG05744","PA2356"
"AAG05745","AAG05745","PA2357"
"AAG05746","AAG05746","PA2358"
"AAG05747","AAG05747","PA2359"
"AAG05748","AAG05748","PA2360"
"AAG05749","AAG05749","PA2361"
"AAG05750","AAG05750","PA2362"
"AAG05751","AAG05751","PA2363"
"AAG05752","AAG05752","PA2364"
"AAG05753","AAG05753","PA2365"
"AAG05754","AAG05754","PA2366"
"AAG05755","AAG05755","PA2367"
"AAG05756","AAG05756","PA2368"
"AAG05757","AAG05757","PA2369"
"AAG05758","AAG05758","PA2370"
"AAG05759","AAG05759","PA2371"
"AAG05760","AAG05760","PA2372"
"AAG05761","AAG05761","PA2373"
"AAG05762","AAG05762","PA2374"
"AAG05763","AAG05763","PA2375"
"AAG05764","AAG05764","PA2376"
"AAG05765","AAG05765","PA2377"
"AAG05766","AAG05766","PA2378"
"AAG05767","AAG05767","PA2379"
"AAG05768","AAG05768","PA2380"
"AAG05769","AAG05769","PA2381"
"AAG05770","AAG05770","PA2382"
"AAG05771","AAG05771","PA2383"
"AAG05772","AAG05772","PA2384"
"AAG05773","AAG05773","PA2385"
"AAG05774","AAG05774","PA2386"
"AAG05775","AAG05775","PA2387"
"AAG05776","AAG05776","PA2388"
"AAG05777","AAG05777","PA2389"
"AAG05778","AAG05778","PA2390"
"AAG05779","AAG05779","PA2391"
"AAG05780","AAG05780","PA2392"
"AAG05781","AAG05781","PA2393"
"AAG05782","AAG05782","PA2394"
"AAG05783","AAG05783","PA2395"
"AAG05784","AAG05784","PA2396"
"AAG05785","AAG05785","PA2397"
"AAG05786","AAG05786","PA2398"
"AAG05787","AAG05787","PA2399"
"AAG05788","AAG05788","PA2400"
"AAG05790","AAG05790","PA2402"
"AAG05791","AAG05791","PA2403"
"AAG05792","AAG05792","PA2404"
"AAG05793","AAG05793","PA2405"
"AAG05794","AAG05794","PA2406"
"AAG05795","AAG05795","PA2407"
"AAG05796","AAG05796","PA2408"
"AAG05797","AAG05797","PA2409"
"AAG05798","AAG05798","PA2410"
"AAG05799","AAG05799","PA2411"
"AAG05800","AAG05800","PA2412"
"AAG05801","AAG05801","PA2413"
"AAG05802","AAG05802","PA2414"
"AAG05803","AAG05803","PA2415"
"AAG05804","AAG05804","PA2416"
"AAG05805","AAG05805","PA2417"
"AAG05806","AAG05806","PA2418"
"AAG05807","AAG05807","PA2419"
"AAG05808","AAG05808","PA2420"
"AAG05809","AAG05809","PA2421"
"AAG05810","AAG05810","PA2422"
"AAG05811","AAG05811","PA2423"
"AAG05812","AAG05812","PA2424"
"AAG05813","AAG05813","PA2425"
"AAG05814","AAG05814","PA2426"
"AAG05815","AAG05815","PA2427"
"AAG05816","AAG05816","PA2428"
"AAG05817","AAG05817","PA2429"
"AAG05818","AAG05818","PA2430"
"AAG05819","AAG05819","PA2431"
"AAG05820","AAG05820","PA2432"
"AAG05821","AAG05821","PA2433"
"AAG05822","AAG05822","PA2434"
"AAG05823","AAG05823","PA2435"
"AAG05824","AAG05824","PA2436"
"AAG05825","AAG05825","PA2437"
"AAG05826","AAG05826","PA2438"
"AAG05827","AAG05827","PA2439"
"AAG05828","AAG05828","PA2440"
"AAG05829","AAG05829","PA2441"
"AAG05830","AAG05830","PA2442"
"AAG05831","AAG05831","PA2443"
"AAG05832","AAG05832","PA2444"
"AAG05833","AAG05833","PA2445"
"AAG05834","AAG05834","PA2446"
"AAG05835","AAG05835","PA2447"
"AAG05836","AAG05836","PA2448"
"AAG05837","AAG05837","PA2449"
"AAG05838","AAG05838","PA2450"
"AAG05839","AAG05839","PA2451"
"AAG05840","AAG05840","PA2452"
"AAG05841","AAG05841","PA2453"
"AAG05842","AAG05842","PA2454"
"AAG05843","AAG05843","PA2455"
"AAG05844","AAG05844","PA2456"
"AAG05845","AAG05845","PA2457"
"AAG05846","AAG05846","PA2458"
"AAG05847","AAG05847","PA2459"
"AAG05848","AAG05848","PA2460"
"AAG05849","AAG05849","PA2461"
"AAG05850","AAG05850","PA2462"
"AAG05851","AAG05851","PA2463"
"AAG05852","AAG05852","PA2464"
"AAG05853","AAG05853","PA2465"
"AAG05854","AAG05854","PA2466"
"AAG05855","AAG05855","PA2467"
"AAG05856","AAG05856","PA2468"
"AAG05857","AAG05857","PA2469"
"AAG05858","AAG05858","PA2470"
"AAG05859","AAG05859","PA2471"
"AAG05860","AAG05860","PA2472"
"AAG05861","AAG05861","PA2473"
"AAG05862","AAG05862","PA2474"
"AAG05863","AAG05863","PA2475"
"AAG05864","AAG05864","PA2476"
"AAG05865","AAG05865","PA2477"
"AAG05866","AAG05866","PA2478"
"AAG05867","AAG05867","PA2479"
"AAG05868","AAG05868","PA2480"
"AAG05869","AAG05869","PA2481"
"AAG05870","AAG05870","PA2482"
"AAG05871","AAG05871","PA2483"
"AAG05872","AAG05872","PA2484"
"AAG05873","AAG05873","PA2485"
"AAG05874","AAG05874","PA2486"
"AAG05875","AAG05875","PA2487"
"AAG05876","AAG05876","PA2488"
"AAG05877","AAG05877","PA2489"
"AAG05878","AAG05878","PA2490"
"AAG05879","AAG05879","PA2491"
"AAG05880","AAG05880","PA2492"
"AAG05881","AAG05881","PA2493"
"AAG05882","AAG05882","PA2494"
"AAG05883","AAG05883","PA2495"
"AAG05884","AAG05884","PA2496"
"AAG05885","AAG05885","PA2497"
"AAG05886","AAG05886","PA2498"
"AAG05887","AAG05887","PA2499"
"AAG05888","AAG05888","PA2500"
"AAG05889","AAG05889","PA2501"
"AAG05890","AAG05890","PA2502"
"AAG05891","AAG05891","PA2503"
"AAG05892","AAG05892","PA2504"
"AAG05893","AAG05893","PA2505"
"AAG05894","AAG05894","PA2506"
"AAG05895","AAG05895","PA2507"
"AAG05896","AAG05896","PA2508"
"AAG05897","AAG05897","PA2509"
"AAG05898","AAG05898","PA2510"
"AAG05899","AAG05899","PA2511"
"AAG05900","AAG05900","PA2512"
"AAG05901","AAG05901","PA2513"
"AAG05902","AAG05902","PA2514"
"AAG05903","AAG05903","PA2515"
"AAG05904","AAG05904","PA2516"
"AAG05905","AAG05905","PA2517"
"AAG05906","AAG05906","PA2518"
"AAG05907","AAG05907","PA2519"
"AAG05908","AAG05908","PA2520"
"AAG05909","AAG05909","PA2521"
"AAG05910","AAG05910","PA2522"
"AAG05911","AAG05911","PA2523"
"AAG05912","AAG05912","PA2524"
"AAG05913","AAG05913","PA2525"
"AAG05914","AAG05914","PA2526"
"AAG05915","AAG05915","PA2527"
"AAG05916","AAG05916","PA2528"
"AAG05917","AAG05917","PA2529"
"AAG05918","AAG05918","PA2530"
"AAG05919","AAG05919","PA2531"
"AAG05920","AAG05920","PA2532"
"AAG05921","AAG05921","PA2533"
"AAG05922","AAG05922","PA2534"
"AAG05923","AAG05923","PA2535"
"AAG05924","AAG05924","PA2536"
"AAG05925","AAG05925","PA2537"
"AAG05926","AAG05926","PA2538"
"AAG05927","AAG05927","PA2539"
"AAG05928","AAG05928","PA2540"
"AAG05929","AAG05929","PA2541"
"AAG05930","AAG05930","PA2542"
"AAG05931","AAG05931","PA2543"
"AAG05932","AAG05932","PA2544"
"AAG05933","AAG05933","PA2545"
"AAG05934","AAG05934","PA2546"
"AAG05935","AAG05935","PA2547"
"AAG05936","AAG05936","PA2548"
"AAG05937","AAG05937","PA2549"
"AAG05938","AAG05938","PA2550"
"AAG05939","AAG05939","PA2551"
"AAG05940","AAG05940","PA2552"
"AAG05941","AAG05941","PA2553"
"AAG05942","AAG05942","PA2554"
"AAG05943","AAG05943","PA2555"
"AAG05944","AAG05944","PA2556"
"AAG05945","AAG05945","PA2557"
"AAG05946","AAG05946","PA2558"
"AAG05947","AAG05947","PA2559"
"AAG05948","AAG05948","PA2560"
"AAG05949","AAG05949","PA2561"
"AAG05950","AAG05950","PA2562"
"AAG05951","AAG05951","PA2563"
"AAG05952","AAG05952","PA2564"
"AAG05953","AAG05953","PA2565"
"AAG05954","AAG05954","PA2566"
"AAG05955","AAG05955","PA2567"
"AAG05956","AAG05956","PA2568"
"AAG05957","AAG05957","PA2569"
"AAG05958","AAG05958","PA2570"
"AAG05959","AAG05959","PA2571"
"AAG05960","AAG05960","PA2572"
"AAG05961","AAG05961","PA2573"
"AAG05962","AAG05962","PA2574"
"AAG05963","AAG05963","PA2575"
"AAG05964","AAG05964","PA2576"
"AAG05965","AAG05965","PA2577"
"AAG05966","AAG05966","PA2578"
"AAG05967","AAG05967","PA2579"
"AAG05968","AAG05968","PA2580"
"AAG05969","AAG05969","PA2581"
"AAG05970","AAG05970","PA2582"
"AAG05971","AAG05971","PA2583"
"AAG05972","AAG05972","PA2584"
"AAG05973","AAG05973","PA2585"
"AAG05974","AAG05974","PA2586"
"AAG05975","AAG05975","PA2587"
"AAG05976","AAG05976","PA2588"
"AAG05977","AAG05977","PA2589"
"AAG05978","AAG05978","PA2590"
"AAG05979","AAG05979","PA2591"
"AAG05980","AAG05980","PA2592"
"AAG05981","AAG05981","PA2593"
"AAG05982","AAG05982","PA2594"
"AAG05983","AAG05983","PA2595"
"AAG05984","AAG05984","PA2596"
"AAG05985","AAG05985","PA2597"
"AAG05986","AAG05986","PA2598"
"AAG05987","AAG05987","PA2599"
"AAG05988","AAG05988","PA2600"
"AAG05989","AAG05989","PA2601"
"AAG05990","AAG05990","PA2602"
"AAG05991","AAG05991","PA2603"
"AAG05992","AAG05992","PA2604"
"AAG05993","AAG05993","PA2605"
"AAG05994","AAG05994","PA2606"
"AAG05995","AAG05995","PA2607"
"AAG05996","AAG05996","PA2608"
"AAG05997","AAG05997","PA2609"
"AAG05998","AAG05998","PA2610"
"AAG05999","AAG05999","PA2611"
"AAG06000","AAG06000","PA2612"
"AAG06001","AAG06001","PA2613"
"AAG06002","AAG06002","PA2614"
"AAG06003","AAG06003","PA2615"
"AAG06004","AAG06004","PA2616"
"AAG06005","AAG06005","PA2617"
"AAG06006","AAG06006","PA2618"
"AAG06007","AAG06007","PA2619"
"AAG06008","AAG06008","PA2620"
"AAG06009","AAG06009","PA2621"
"AAG06010","AAG06010","PA2622"
"AAG06011","AAG06011","PA2623"
"AAG06012","AAG06012","PA2624"
"AAG06013","AAG06013","PA2625"
"AAG06014","AAG06014","PA2626"
"AAG06015","AAG06015","PA2627"
"AAG06016","AAG06016","PA2628"
"AAG06017","AAG06017","PA2629"
"AAG06018","AAG06018","PA2630"
"AAG06019","AAG06019","PA2631"
"AAG06020","AAG06020","PA2632"
"AAG06021","AAG06021","PA2633"
"AAG06022","AAG06022","PA2634"
"AAG06023","AAG06023","PA2635"
"AAG06024","AAG06024","PA2636"
"AAG06025","AAG06025","PA2637"
"AAG06026","AAG06026","PA2638"
"AAG06027","AAG06027","PA2639"
"AAG06028","AAG06028","PA2640"
"AAG06029","AAG06029","PA2641"
"AAG06030","AAG06030","PA2642"
"AAG06031","AAG06031","PA2643"
"AAG06032","AAG06032","PA2644"
"AAG06033","AAG06033","PA2645"
"AAG06034","AAG06034","PA2646"
"AAG06035","AAG06035","PA2647"
"AAG06036","AAG06036","PA2648"
"AAG06037","AAG06037","PA2649"
"AAG06038","AAG06038","PA2650"
"AAG06039","AAG06039","PA2651"
"AAG06040","AAG06040","PA2652"
"AAG06041","AAG06041","PA2653"
"AAG06042","AAG06042","PA2654"
"AAG06043","AAG06043","PA2655"
"AAG06044","AAG06044","PA2656"
"AAG06045","AAG06045","PA2657"
"AAG06046","AAG06046","PA2658"
"AAG06047","AAG06047","PA2659"
"AAG06048","AAG06048","PA2660"
"AAG06049","AAG06049","PA2661"
"AAG06050","AAG06050","PA2662"
"AAG06051","AAG06051","PA2663"
"AAG06052","AAG06052","PA2664"
"AAG06053","AAG06053","PA2665"
"AAG06054","AAG06054","PA2666"
"AAG06055","AAG06055","PA2667"
"AAG06056","AAG06056","PA2668"
"AAG06057","AAG06057","PA2669"
"AAG06058","AAG06058","PA2670"
"AAG06059","AAG06059","PA2671"
"AAG06060","AAG06060","PA2672"
"AAG06061","AAG06061","PA2673"
"AAG06062","AAG06062","PA2674"
"AAG06063","AAG06063","PA2675"
"AAG06064","AAG06064","PA2676"
"AAG06065","AAG06065","PA2677"
"AAG06066","AAG06066","PA2678"
"AAG06067","AAG06067","PA2679"
"AAG06068","AAG06068","PA2680"
"AAG06069","AAG06069","PA2681"
"AAG06070","AAG06070","PA2682"
"AAG06071","AAG06071","PA2683"
"AAG06072","AAG06072","PA2684"
"AAG06073","AAG06073","PA2685"
"AAG06074","AAG06074","PA2686"
"AAG06075","AAG06075","PA2687"
"AAG06076","AAG06076","PA2688"
"AAG06077","AAG06077","PA2689"
"AAG06078","AAG06078","PA2690"
"AAG06079","AAG06079","PA2691"
"AAG06080","AAG06080","PA2692"
"AAG06081","AAG06081","PA2693"
"AAG06082","AAG06082","PA2694"
"AAG06083","AAG06083","PA2695"
"AAG06084","AAG06084","PA2696"
"AAG06085","AAG06085","PA2697"
"AAG06086","AAG06086","PA2698"
"AAG06087","AAG06087","PA2699"
"AAG06088","AAG06088","PA2700"
"AAG06089","AAG06089","PA2701"
"AAG06090","AAG06090","PA2702"
"AAG06091","AAG06091","PA2703"
"AAG06092","AAG06092","PA2704"
"AAG06093","AAG06093","PA2705"
"AAG06094","AAG06094","PA2706"
"AAG06095","AAG06095","PA2707"
"AAG06096","AAG06096","PA2708"
"AAG06097","AAG06097","PA2709"
"AAG06098","AAG06098","PA2710"
"AAG06099","AAG06099","PA2711"
"AAG06100","AAG06100","PA2712"
"AAG06101","AAG06101","PA2713"
"AAG06102","AAG06102","PA2714"
"AAG06103","AAG06103","PA2715"
"AAG06104","AAG06104","PA2716"
"AAG06105","AAG06105","PA2717"
"AAG06106","AAG06106","PA2718"
"AAG06107","AAG06107","PA2719"
"AAG06108","AAG06108","PA2720"
"AAG06109","AAG06109","PA2721"
"AAG06110","AAG06110","PA2722"
"AAG06111","AAG06111","PA2723"
"AAG06112","AAG06112","PA2724"
"AAG06113","AAG06113","PA2725"
"AAG06114","AAG06114","PA2726"
"AAG06115","AAG06115","PA2727"
"AAG06116","AAG06116","PA2728"
"AAG06117","AAG06117","PA2729"
"AAG06118","AAG06118","PA2730"
"AAG06119","AAG06119","PA2731"
"AAG06120","AAG06120","PA2732"
"AAG06121","AAG06121","PA2733"
"AAG06122","AAG06122","PA2734"
"AAG06123","AAG06123","PA2735"
"AAG06124","AAG06124","PA2736"
"AAG06125","AAG06125","PA2737"
"AAG06126","AAG06126","PA2738"
"AAG06127","AAG06127","PA2739"
"AAG06128","AAG06128","PA2740"
"AAG06129","AAG06129","PA2741"
"AAG06130","AAG06130","PA2742"
"AAG06131","AAG06131","PA2743"
"AAG06132","AAG06132","PA2744"
"AAG06133","AAG06133","PA2745"
"AAG06134","AAG06134","PA2746"
"AAG06135","AAG06135","PA2747"
"AAG06136","AAG06136","PA2748"
"AAG06137","AAG06137","PA2749"
"AAG06138","AAG06138","PA2750"
"AAG06139","AAG06139","PA2751"
"AAG06140","AAG06140","PA2752"
"AAG06141","AAG06141","PA2753"
"AAG06142","AAG06142","PA2754"
"AAG06143","AAG06143","PA2755"
"AAG06144","AAG06144","PA2756"
"AAG06145","AAG06145","PA2757"
"AAG06146","AAG06146","PA2758"
"AAG06147","AAG06147","PA2759"
"AAG06148","AAG06148","PA2760"
"AAG06149","AAG06149","PA2761"
"AAG06150","AAG06150","PA2762"
"AAG06151","AAG06151","PA2763"
"AAG06152","AAG06152","PA2764"
"AAG06153","AAG06153","PA2765"
"AAG06154","AAG06154","PA2766"
"AAG06155","AAG06155","PA2767"
"AAG06156","AAG06156","PA2768"
"AAG06157","AAG06157","PA2769"
"AAG06158","AAG06158","PA2770"
"AAG06159","AAG06159","PA2771"
"AAG06160","AAG06160","PA2772"
"AAG06161","AAG06161","PA2773"
"AAG06162","AAG06162","PA2774"
"AAG06163","AAG06163","PA2775"
"AAG06164","AAG06164","PA2776"
"AAG06165","AAG06165","PA2777"
"AAG06166","AAG06166","PA2778"
"AAG06167","AAG06167","PA2779"
"AAG06168","AAG06168","PA2780"
"AAG06169","AAG06169","PA2781"
"AAG06170","AAG06170","PA2782"
"AAG06171","AAG06171","PA2783"
"AAG06172","AAG06172","PA2784"
"AAG06173","AAG06173","PA2785"
"AAG06174","AAG06174","PA2786"
"AAG06175","AAG06175","PA2787"
"AAG06176","AAG06176","PA2788"
"AAG06177","AAG06177","PA2789"
"AAG06178","AAG06178","PA2790"
"AAG06179","AAG06179","PA2791"
"AAG06180","AAG06180","PA2792"
"AAG06181","AAG06181","PA2793"
"AAG06182","AAG06182","PA2794"
"AAG06183","AAG06183","PA2795"
"AAG06184","AAG06184","PA2796"
"AAG06185","AAG06185","PA2797"
"AAG06186","AAG06186","PA2798"
"AAG06187","AAG06187","PA2799"
"AAG06188","AAG06188","PA2800"
"AAG06189","AAG06189","PA2801"
"AAG06190","AAG06190","PA2802"
"AAG06191","AAG06191","PA2803"
"AAG06192","AAG06192","PA2804"
"AAG06193","AAG06193","PA2805"
"AAG06194","AAG06194","PA2806"
"AAG06195","AAG06195","PA2807"
"AAG06196","AAG06196","PA2808"
"AAG06197","AAG06197","PA2809"
"AAG06198","AAG06198","PA2810"
"AAG06199","AAG06199","PA2811"
"AAG06200","AAG06200","PA2812"
"AAG06201","AAG06201","PA2813"
"AAG06202","AAG06202","PA2814"
"AAG06203","AAG06203","PA2815"
"AAG06204","AAG06204","PA2816"
"AAG06205","AAG06205","PA2817"
"AAG06206","AAG06206","PA2818"
"AAG06207","AAG06207","PA2819"
"AAG06208","AAG06208","PA2820"
"AAG06209","AAG06209","PA2821"
"AAG06210","AAG06210","PA2822"
"AAG06211","AAG06211","PA2823"
"AAG06212","AAG06212","PA2824"
"AAG06213","AAG06213","PA2825"
"AAG06214","AAG06214","PA2826"
"AAG06215","AAG06215","PA2827"
"AAG06216","AAG06216","PA2828"
"AAG06217","AAG06217","PA2829"
"AAG06218","AAG06218","PA2830"
"AAG06219","AAG06219","PA2831"
"AAG06220","AAG06220","PA2832"
"AAG06221","AAG06221","PA2833"
"AAG06222","AAG06222","PA2834"
"AAG06223","AAG06223","PA2835"
"AAG06224","AAG06224","PA2836"
"AAG06225","AAG06225","PA2837"
"AAG06226","AAG06226","PA2838"
"AAG06227","AAG06227","PA2839"
"AAG06228","AAG06228","PA2840"
"AAG06229","AAG06229","PA2841"
"AAG06230","AAG06230","PA2842"
"AAG06231","AAG06231","PA2843"
"AAG06232","AAG06232","PA2844"
"AAG06233","AAG06233","PA2845"
"AAG06234","AAG06234","PA2846"
"AAG06235","AAG06235","PA2847"
"AAG06236","AAG06236","PA2848"
"AAG06237","AAG06237","PA2849"
"AAG06238","AAG06238","PA2850"
"AAG06239","AAG06239","PA2851"
"AAG06240","AAG06240","PA2852"
"AAG06241","AAG06241","PA2853"
"AAG06242","AAG06242","PA2854"
"AAG06243","AAG06243","PA2855"
"AAG06244","AAG06244","PA2856"
"AAG06245","AAG06245","PA2857"
"AAG06246","AAG06246","PA2858"
"AAG06247","AAG06247","PA2859"
"AAG06248","AAG06248","PA2860"
"AAG06249","AAG06249","PA2861"
"AAG06250","AAG06250","PA2862"
"AAG06251","AAG06251","PA2863"
"AAG06252","AAG06252","PA2864"
"AAG06253","AAG06253","PA2865"
"AAG06254","AAG06254","PA2866"
"AAG06255","AAG06255","PA2867"
"AAG06256","AAG06256","PA2868"
"AAG06257","AAG06257","PA2869"
"AAG06258","AAG06258","PA2870"
"AAG06259","AAG06259","PA2871"
"AAG06260","AAG06260","PA2872"
"AAG06261","AAG06261","PA2873"
"AAG06262","AAG06262","PA2874"
"AAG06263","AAG06263","PA2875"
"AAG06264","AAG06264","PA2876"
"AAG06265","AAG06265","PA2877"
"AAG06266","AAG06266","PA2878"
"AAG06267","AAG06267","PA2879"
"AAG06268","AAG06268","PA2880"
"AAG06269","AAG06269","PA2881"
"AAG06270","AAG06270","PA2882"
"AAG06271","AAG06271","PA2883"
"AAG06272","AAG06272","PA2884"
"AAG06273","AAG06273","PA2885"
"AAG06274","AAG06274","PA2886"
"AAG06275","AAG06275","PA2887"
"AAG06276","AAG06276","PA2888"
"AAG06277","AAG06277","PA2889"
"AAG06278","AAG06278","PA2890"
"AAG06279","AAG06279","PA2891"
"AAG06280","AAG06280","PA2892"
"AAG06281","AAG06281","PA2893"
"AAG06282","AAG06282","PA2894"
"AAG06283","AAG06283","PA2895"
"AAG06284","AAG06284","PA2896"
"AAG06285","AAG06285","PA2897"
"AAG06286","AAG06286","PA2898"
"AAG06287","AAG06287","PA2899"
"AAG06288","AAG06288","PA2900"
"AAG06289","AAG06289","PA2901"
"AAG06290","AAG06290","PA2902"
"AAG06291","AAG06291","PA2903"
"AAG06292","AAG06292","PA2904"
"AAG06293","AAG06293","PA2905"
"AAG06294","AAG06294","PA2906"
"AAG06295","AAG06295","PA2907"
"AAG06296","AAG06296","PA2908"
"AAG06297","AAG06297","PA2909"
"AAG06298","AAG06298","PA2910"
"AAG06299","AAG06299","PA2911"
"AAG06300","AAG06300","PA2912"
"AAG06301","AAG06301","PA2913"
"AAG06302","AAG06302","PA2914"
"AAG06303","AAG06303","PA2915"
"AAG06304","AAG06304","PA2916"
"AAG06305","AAG06305","PA2917"
"AAG06306","AAG06306","PA2918"
"AAG06307","AAG06307","PA2919"
"AAG06308","AAG06308","PA2920"
"AAG06309","AAG06309","PA2921"
"AAG06310","AAG06310","PA2922"
"AAG06311","AAG06311","PA2923"
"AAG06312","AAG06312","PA2924"
"AAG06313","AAG06313","PA2925"
"AAG06314","AAG06314","PA2926"
"AAG06315","AAG06315","PA2927"
"AAG06316","AAG06316","PA2928"
"AAG06317","AAG06317","PA2929"
"AAG06318","AAG06318","PA2930"
"AAG06319","AAG06319","PA2931"
"AAG06320","AAG06320","PA2932"
"AAG06321","AAG06321","PA2933"
"AAG06322","AAG06322","PA2934"
"AAG06323","AAG06323","PA2935"
"AAG06324","AAG06324","PA2936"
"AAG06325","AAG06325","PA2937"
"AAG06326","AAG06326","PA2938"
