"","X1","X2"
"ABJ11436","ABJ11436","PA14_35440"
"ABJ11435","ABJ11435","PA14_35460"
"ABJ11434","ABJ11434","PA14_35470"
"ABJ11433","ABJ11433","PA14_35490"
"ABJ11432","ABJ11432","PA14_35500"
"ABJ11431","ABJ11431","PA14_35520"
"ABJ11430","ABJ11430","PA14_35530"
"ABJ11429","ABJ11429","PA14_35540"
"ABJ11428","ABJ11428","PA14_35550"
"ABJ11427","ABJ11427","PA14_35570"
"ABJ11426","ABJ11426","PA14_35590"
"ABJ11425","ABJ11425","PA14_35600"
"ABJ11424","ABJ11424","PA14_35620"
"ABJ11423","ABJ11423","PA14_35630"
"ABJ11422","ABJ11422","PA14_35640"
"ABJ11421","ABJ11421","PA14_35650"
"ABJ11420","ABJ11420","PA14_35670"
"ABJ11419","ABJ11419","PA14_35680"
"ABJ11418","ABJ11418","PA14_35690"
"ABJ11417","ABJ11417","PA14_35700"
"ABJ11416","ABJ11416","PA14_35710"
"ABJ11415","ABJ11415","PA14_35720"
"ABJ11414","ABJ11414","PA14_35730"
"ABJ11413","ABJ11413","PA14_35740"
"ABJ11412","ABJ11412","PA14_35750"
"ABJ11411","ABJ11411","PA14_35760"
"ABJ11410","ABJ11410","PA14_35770"
"ABJ11409","ABJ11409","PA14_35780"
"ABJ11408","ABJ11408","PA14_35790"
"ABJ11407","ABJ11407","PA14_35800"
"ABJ11406","ABJ11406","PA14_35810"
"ABJ11405","ABJ11405","PA14_35820"
"ABJ11404","ABJ11404","PA14_35830"
"ABJ11403","ABJ11403","PA14_35840"
"ABJ11402","ABJ11402","PA14_35850"
"ABJ11401","ABJ11401","PA14_35860"
"ABJ11400","ABJ11400","PA14_35880"
"ABJ11399","ABJ11399","PA14_35890"
"ABJ11398","ABJ11398","PA14_35900"
"ABJ11397","ABJ11397","PA14_35920"
"ABJ11396","ABJ11396","PA14_35930"
"ABJ11395","ABJ11395","PA14_35940"
"ABJ11394","ABJ11394","PA14_35950"
"ABJ11393","ABJ11393","PA14_35970"
"ABJ11392","ABJ11392","PA14_35980"
"ABJ11391","ABJ11391","PA14_35990"
"ABJ11390","ABJ11390","PA14_36000"
"ABJ11389","ABJ11389","PA14_36010"
"ABJ11388","ABJ11388","PA14_36020"
"ABJ11387","ABJ11387","PA14_36030"
"ABJ11386","ABJ11386","PA14_36050"
"ABJ11385","ABJ11385","PA14_36060"
"ABJ11384","ABJ11384","PA14_36070"
"ABJ11383","ABJ11383","PA14_36080"
"ABJ11382","ABJ11382","PA14_36090"
"ABJ11381","ABJ11381","PA14_36100"
"ABJ11380","ABJ11380","PA14_36110"
"ABJ11379","ABJ11379","PA14_36120"
"ABJ11378","ABJ11378","PA14_36130"
"ABJ11377","ABJ11377","PA14_36150"
"ABJ11376","ABJ11376","PA14_36170"
"ABJ11375","ABJ11375","PA14_36180"
"ABJ11374","ABJ11374","PA14_36190"
"ABJ11373","ABJ11373","PA14_36200"
"ABJ11372","ABJ11372","PA14_36220"
"ABJ11371","ABJ11371","PA14_36230"
"ABJ11370","ABJ11370","PA14_36250"
"ABJ11369","ABJ11369","PA14_36260"
"ABJ11368","ABJ11368","PA14_36270"
"ABJ11367","ABJ11367","PA14_36280"
"ABJ11366","ABJ11366","PA14_36290"
"ABJ11365","ABJ11365","PA14_36300"
"ABJ11364","ABJ11364","PA14_36310"
"ABJ11363","ABJ11363","PA14_36320"
"ABJ11362","ABJ11362","PA14_36330"
"ABJ15697","ABJ15697","PA14_36345"
"ABJ11361","ABJ11361","PA14_36350"
"ABJ11360","ABJ11360","PA14_36360"
"ABJ11359","ABJ11359","PA14_36370"
"ABJ15684","ABJ15684","PA14_36375"
"ABJ11358","ABJ11358","PA14_36390"
"ABJ11357","ABJ11357","PA14_36400"
"ABJ11356","ABJ11356","PA14_36410"
"ABJ11355","ABJ11355","PA14_36420"
"ABJ11354","ABJ11354","PA14_36450"
"ABJ11353","ABJ11353","PA14_36460"
"ABJ11352","ABJ11352","PA14_36470"
"ABJ11351","ABJ11351","PA14_36480"
"ABJ11350","ABJ11350","PA14_36490"
"ABJ11349","ABJ11349","PA14_36500"
"ABJ11348","ABJ11348","PA14_36520"
"ABJ11347","ABJ11347","PA14_36530"
"ABJ11346","ABJ11346","PA14_36540"
"ABJ11345","ABJ11345","PA14_36550"
"ABJ11344","ABJ11344","PA14_36560"
"ABJ11343","ABJ11343","PA14_36570"
"ABJ11342","ABJ11342","PA14_36580"
"ABJ11341","ABJ11341","PA14_36590"
"ABJ15692","ABJ15692","PA14_36605"
"ABJ11340","ABJ11340","PA14_36620"
"ABJ11339","ABJ11339","PA14_36630"
"ABJ11338","ABJ11338","PA14_36650"
"ABJ11337","ABJ11337","PA14_36660"
"ABJ11336","ABJ11336","PA14_36670"
"ABJ11335","ABJ11335","PA14_36680"
"ABJ11334","ABJ11334","PA14_36690"
"ABJ11333","ABJ11333","PA14_36700"
"ABJ11332","ABJ11332","PA14_36710"
"ABJ11331","ABJ11331","PA14_36730"
"ABJ11330","ABJ11330","PA14_36740"
"ABJ11329","ABJ11329","PA14_36760"
"ABJ11328","ABJ11328","PA14_36770"
"ABJ11327","ABJ11327","PA14_36780"
"ABJ11326","ABJ11326","PA14_36790"
"ABJ11325","ABJ11325","PA14_36810"
"ABJ11324","ABJ11324","PA14_36820"
"ABJ11323","ABJ11323","PA14_36830"
"ABJ11322","ABJ11322","PA14_36840"
"ABJ11321","ABJ11321","PA14_36850"
"ABJ11320","ABJ11320","PA14_36860"
"ABJ11319","ABJ11319","PA14_36870"
"ABJ11318","ABJ11318","PA14_36880"
"ABJ11317","ABJ11317","PA14_36890"
"ABJ11316","ABJ11316","PA14_36900"
"ABJ11315","ABJ11315","PA14_36910"
"ABJ11314","ABJ11314","PA14_36920"
"ABJ11313","ABJ11313","PA14_36930"
"ABJ11312","ABJ11312","PA14_36940"
"ABJ11311","ABJ11311","PA14_36960"
"ABJ11310","ABJ11310","PA14_36980"
"ABJ11309","ABJ11309","PA14_36990"
"ABJ11308","ABJ11308","PA14_37000"
"ABJ11307","ABJ11307","PA14_37010"
"ABJ11306","ABJ11306","PA14_37030"
"ABJ11305","ABJ11305","PA14_37040"
"ABJ11304","ABJ11304","PA14_37060"
"ABJ11303","ABJ11303","PA14_37070"
"ABJ11302","ABJ11302","PA14_37080"
"ABJ11301","ABJ11301","PA14_37090"
"ABJ11300","ABJ11300","PA14_37100"
"ABJ11299","ABJ11299","PA14_37120"
"ABJ11298","ABJ11298","PA14_37130"
"ABJ11297","ABJ11297","PA14_37140"
"ABJ11296","ABJ11296","PA14_37150"
"ABJ11295","ABJ11295","PA14_37170"
"ABJ11294","ABJ11294","PA14_37190"
"ABJ11293","ABJ11293","PA14_37200"
"ABJ11292","ABJ11292","PA14_37210"
"ABJ11291","ABJ11291","PA14_37220"
"ABJ11290","ABJ11290","PA14_37250"
"ABJ11289","ABJ11289","PA14_37260"
"ABJ11288","ABJ11288","PA14_37270"
"ABJ11287","ABJ11287","PA14_37290"
"ABJ11286","ABJ11286","PA14_37310"
"ABJ11285","ABJ11285","PA14_37320"
"ABJ11284","ABJ11284","PA14_37340"
"ABJ11283","ABJ11283","PA14_37350"
"ABJ11282","ABJ11282","PA14_37360"
"ABJ11281","ABJ11281","PA14_37370"
"ABJ11280","ABJ11280","PA14_37380"
"ABJ11279","ABJ11279","PA14_37400"
"ABJ11278","ABJ11278","PA14_37410"
"ABJ11277","ABJ11277","PA14_37420"
"ABJ11276","ABJ11276","PA14_37430"
"ABJ11275","ABJ11275","PA14_37440"
"ABJ11274","ABJ11274","PA14_37460"
"ABJ11273","ABJ11273","PA14_37470"
"ABJ11272","ABJ11272","PA14_37490"
"ABJ11271","ABJ11271","PA14_37510"
"ABJ11270","ABJ11270","PA14_37520"
"ABJ11269","ABJ11269","PA14_37530"
"ABJ11268","ABJ11268","PA14_37550"
"ABJ11267","ABJ11267","PA14_37560"
"ABJ11266","ABJ11266","PA14_37570"
"ABJ11265","ABJ11265","PA14_37580"
"ABJ11264","ABJ11264","PA14_37590"
"ABJ11263","ABJ11263","PA14_37610"
"ABJ11262","ABJ11262","PA14_37630"
"ABJ11261","ABJ11261","PA14_37640"
"ABJ11260","ABJ11260","PA14_37650"
"ABJ11259","ABJ11259","PA14_37660"
"ABJ11258","ABJ11258","PA14_37670"
"ABJ11257","ABJ11257","PA14_37680"
"ABJ11256","ABJ11256","PA14_37690"
"ABJ11255","ABJ11255","PA14_37710"
"ABJ11254","ABJ11254","PA14_37730"
"ABJ15683","ABJ15683","PA14_37745"
"ABJ11253","ABJ11253","PA14_37760"
"ABJ11252","ABJ11252","PA14_37770"
"ABJ11251","ABJ11251","PA14_37780"
"ABJ11250","ABJ11250","PA14_37790"
"ABJ11249","ABJ11249","PA14_37810"
"ABJ11248","ABJ11248","PA14_37820"
"ABJ11247","ABJ11247","PA14_37830"
"ABJ11246","ABJ11246","PA14_37840"
"ABJ11245","ABJ11245","PA14_37850"
"ABJ11244","ABJ11244","PA14_37870"
"ABJ11243","ABJ11243","PA14_37880"
"ABJ11242","ABJ11242","PA14_37900"
"ABJ11241","ABJ11241","PA14_37910"
"ABJ15682","ABJ15682","PA14_37915"
"ABJ11240","ABJ11240","PA14_37940"
"ABJ11239","ABJ11239","PA14_37950"
"ABJ15651","ABJ15651","PA14_37965"
"ABJ11238","ABJ11238","PA14_37980"
"ABJ11237","ABJ11237","PA14_37990"
"ABJ11236","ABJ11236","PA14_38000"
"ABJ11235","ABJ11235","PA14_38010"
"ABJ11234","ABJ11234","PA14_38020"
"ABJ11233","ABJ11233","PA14_38040"
"ABJ11232","ABJ11232","PA14_38050"
"ABJ11231","ABJ11231","PA14_38060"
"ABJ11230","ABJ11230","PA14_38080"
"ABJ11229","ABJ11229","PA14_38090"
"ABJ11228","ABJ11228","PA14_38110"
"ABJ11227","ABJ11227","PA14_38130"
"ABJ11226","ABJ11226","PA14_38140"
"ABJ11225","ABJ11225","PA14_38160"
"ABJ11224","ABJ11224","PA14_38170"
"ABJ11223","ABJ11223","PA14_38180"
"ABJ11222","ABJ11222","PA14_38190"
"ABJ11221","ABJ11221","PA14_38200"
"ABJ11220","ABJ11220","PA14_38210"
"ABJ11219","ABJ11219","PA14_38220"
"ABJ11218","ABJ11218","PA14_38250"
"ABJ11217","ABJ11217","PA14_38260"
"ABJ11216","ABJ11216","PA14_38270"
"ABJ11215","ABJ11215","PA14_38290"
"ABJ11214","ABJ11214","PA14_38300"
"ABJ11213","ABJ11213","PA14_38310"
"ABJ11212","ABJ11212","PA14_38320"
"ABJ11211","ABJ11211","PA14_38330"
"ABJ11210","ABJ11210","PA14_38340"
"ABJ11209","ABJ11209","PA14_38350"
"ABJ11208","ABJ11208","PA14_38360"
"ABJ11207","ABJ11207","PA14_38370"
"ABJ11206","ABJ11206","PA14_38380"
"ABJ15633","ABJ15633","PA14_38395"
"ABJ11205","ABJ11205","PA14_38410"
"ABJ11204","ABJ11204","PA14_38420"
"ABJ11203","ABJ11203","PA14_38430"
"ABJ11202","ABJ11202","PA14_38440"
"ABJ11201","ABJ11201","PA14_38460"
"ABJ11200","ABJ11200","PA14_38470"
"ABJ11199","ABJ11199","PA14_38480"
"ABJ11198","ABJ11198","PA14_38490"
"ABJ11197","ABJ11197","PA14_38500"
"ABJ11196","ABJ11196","PA14_38510"
"ABJ11195","ABJ11195","PA14_38530"
"ABJ11194","ABJ11194","PA14_38550"
"ABJ11193","ABJ11193","PA14_38560"
"ABJ11192","ABJ11192","PA14_38570"
"ABJ11191","ABJ11191","PA14_38580"
"ABJ11190","ABJ11190","PA14_38590"
"ABJ11189","ABJ11189","PA14_38610"
"ABJ11188","ABJ11188","PA14_38630"
"ABJ11187","ABJ11187","PA14_38640"
"ABJ11186","ABJ11186","PA14_38660"
"ABJ11185","ABJ11185","PA14_38680"
"ABJ11184","ABJ11184","PA14_38690"
"ABJ11183","ABJ11183","PA14_38700"
"ABJ11182","ABJ11182","PA14_38710"
"ABJ11181","ABJ11181","PA14_38720"
"ABJ11180","ABJ11180","PA14_38730"
"ABJ11179","ABJ11179","PA14_38740"
"ABJ11178","ABJ11178","PA14_38750"
"ABJ11177","ABJ11177","PA14_38770"
"ABJ11176","ABJ11176","PA14_38780"
"ABJ11175","ABJ11175","PA14_38790"
"ABJ11174","ABJ11174","PA14_38800"
"ABJ11173","ABJ11173","PA14_38820"
"ABJ15699","ABJ15699","PA14_38825"
"ABJ11172","ABJ11172","PA14_38840"
"ABJ11171","ABJ11171","PA14_38850"
"ABJ11170","ABJ11170","PA14_38860"
"ABJ11169","ABJ11169","PA14_38880"
"ABJ11168","ABJ11168","PA14_38900"
"ABJ11167","ABJ11167","PA14_38910"
"ABJ11166","ABJ11166","PA14_38920"
"ABJ11165","ABJ11165","PA14_38930"
"ABJ11164","ABJ11164","PA14_38950"
"ABJ11163","ABJ11163","PA14_38970"
"ABJ11162","ABJ11162","PA14_38990"
"ABJ11161","ABJ11161","PA14_39000"
"ABJ11160","ABJ11160","PA14_39010"
"ABJ11159","ABJ11159","PA14_39020"
"ABJ11158","ABJ11158","PA14_39050"
"ABJ11157","ABJ11157","PA14_39060"
"ABJ11156","ABJ11156","PA14_39070"
"ABJ11155","ABJ11155","PA14_39080"
"ABJ11154","ABJ11154","PA14_39090"
"ABJ11153","ABJ11153","PA14_39100"
"ABJ11152","ABJ11152","PA14_39110"
"ABJ11151","ABJ11151","PA14_39130"
"ABJ11150","ABJ11150","PA14_39140"
"ABJ11149","ABJ11149","PA14_39150"
"ABJ11148","ABJ11148","PA14_39160"
"ABJ11147","ABJ11147","PA14_39180"
"ABJ11146","ABJ11146","PA14_39190"
"ABJ11145","ABJ11145","PA14_39200"
"ABJ11144","ABJ11144","PA14_39210"
"ABJ11143","ABJ11143","PA14_39220"
"ABJ11142","ABJ11142","PA14_39230"
"ABJ11141","ABJ11141","PA14_39240"
"ABJ11140","ABJ11140","PA14_39250"
"ABJ11139","ABJ11139","PA14_39260"
"ABJ11138","ABJ11138","PA14_39270"
"ABJ11137","ABJ11137","PA14_39280"
"ABJ11136","ABJ11136","PA14_39300"
"ABJ11135","ABJ11135","PA14_39320"
"ABJ11134","ABJ11134","PA14_39330"
"ABJ11133","ABJ11133","PA14_39350"
"ABJ11132","ABJ11132","PA14_39360"
"ABJ11131","ABJ11131","PA14_39390"
"ABJ11130","ABJ11130","PA14_39410"
"ABJ11129","ABJ11129","PA14_39420"
"ABJ11128","ABJ11128","PA14_39440"
"ABJ11127","ABJ11127","PA14_39460"
"ABJ11126","ABJ11126","PA14_39470"
"ABJ11125","ABJ11125","PA14_39480"
"ABJ11124","ABJ11124","PA14_39500"
"ABJ11123","ABJ11123","PA14_39520"
"ABJ11122","ABJ11122","PA14_39530"
"ABJ11121","ABJ11121","PA14_39540"
"ABJ11120","ABJ11120","PA14_39560"
"ABJ11119","ABJ11119","PA14_39570"
"ABJ11118","ABJ11118","PA14_39580"
"ABJ11117","ABJ11117","PA14_39590"
"ABJ11116","ABJ11116","PA14_39610"
"ABJ11115","ABJ11115","PA14_39620"
"ABJ11114","ABJ11114","PA14_39630"
"ABJ11113","ABJ11113","PA14_39640"
"ABJ11112","ABJ11112","PA14_39650"
"ABJ11111","ABJ11111","PA14_39660"
"ABJ11110","ABJ11110","PA14_39670"
"ABJ11109","ABJ11109","PA14_39690"
"ABJ11108","ABJ11108","PA14_39700"
"ABJ11107","ABJ11107","PA14_39710"
"ABJ11106","ABJ11106","PA14_39720"
"ABJ11105","ABJ11105","PA14_39730"
"ABJ11104","ABJ11104","PA14_39750"
"ABJ11103","ABJ11103","PA14_39770"
"ABJ11102","ABJ11102","PA14_39780"
"ABJ11101","ABJ11101","PA14_39790"
"ABJ11100","ABJ11100","PA14_39800"
"ABJ11099","ABJ11099","PA14_39810"
"ABJ11098","ABJ11098","PA14_39820"
"ABJ11097","ABJ11097","PA14_39830"
"ABJ11096","ABJ11096","PA14_39850"
"ABJ11095","ABJ11095","PA14_39860"
"ABJ11094","ABJ11094","PA14_39870"
"ABJ11093","ABJ11093","PA14_39880"
"ABJ11092","ABJ11092","PA14_39890"
"ABJ11091","ABJ11091","PA14_39910"
"ABJ15681","ABJ15681","PA14_39925"
"ABJ15680","ABJ15680","PA14_39945"
"ABJ11090","ABJ11090","PA14_39960"
"ABJ11089","ABJ11089","PA14_39970"
"ABJ11088","ABJ11088","PA14_39980"
"ABJ11087","ABJ11087","PA14_39990"
"ABJ11086","ABJ11086","PA14_40010"
"ABJ11085","ABJ11085","PA14_40020"
"ABJ11084","ABJ11084","PA14_40030"
"ABJ11083","ABJ11083","PA14_40040"
"ABJ11082","ABJ11082","PA14_40050"
"ABJ11081","ABJ11081","PA14_40060"
"ABJ11080","ABJ11080","PA14_40070"
"ABJ11079","ABJ11079","PA14_40080"
"ABJ11078","ABJ11078","PA14_40100"
"ABJ11077","ABJ11077","PA14_40110"
"ABJ11076","ABJ11076","PA14_40120"
"ABJ11075","ABJ11075","PA14_40130"
"ABJ11074","ABJ11074","PA14_40150"
"ABJ11073","ABJ11073","PA14_40160"
"ABJ11072","ABJ11072","PA14_40170"
"ABJ11071","ABJ11071","PA14_40180"
"ABJ11070","ABJ11070","PA14_40200"
"ABJ11069","ABJ11069","PA14_40210"
"ABJ11068","ABJ11068","PA14_40220"
"ABJ11067","ABJ11067","PA14_40230"
"ABJ11066","ABJ11066","PA14_40240"
"ABJ11065","ABJ11065","PA14_40250"
"ABJ11064","ABJ11064","PA14_40260"
"ABJ11063","ABJ11063","PA14_40270"
"ABJ11062","ABJ11062","PA14_40280"
"ABJ11061","ABJ11061","PA14_40290"
"ABJ11060","ABJ11060","PA14_40300"
"ABJ11059","ABJ11059","PA14_40310"
"ABJ11058","ABJ11058","PA14_40320"
"ABJ11057","ABJ11057","PA14_40330"
"ABJ11056","ABJ11056","PA14_40340"
"ABJ11055","ABJ11055","PA14_40350"
"ABJ11054","ABJ11054","PA14_40370"
"ABJ11053","ABJ11053","PA14_40380"
"ABJ11052","ABJ11052","PA14_40390"
"ABJ11051","ABJ11051","PA14_40410"
"ABJ11050","ABJ11050","PA14_40420"
"ABJ11049","ABJ11049","PA14_40430"
"ABJ11048","ABJ11048","PA14_40440"
"ABJ11047","ABJ11047","PA14_40450"
"ABJ11046","ABJ11046","PA14_40470"
"ABJ11045","ABJ11045","PA14_40490"
"ABJ11044","ABJ11044","PA14_40510"
"ABJ11043","ABJ11043","PA14_40520"
"ABJ11042","ABJ11042","PA14_40540"
"ABJ11041","ABJ11041","PA14_40550"
"ABJ11040","ABJ11040","PA14_40560"
"ABJ11039","ABJ11039","PA14_40570"
"ABJ11038","ABJ11038","PA14_40600"
"ABJ11037","ABJ11037","PA14_40610"
"ABJ11036","ABJ11036","PA14_40620"
"ABJ11035","ABJ11035","PA14_40630"
"ABJ11034","ABJ11034","PA14_40640"
"ABJ11033","ABJ11033","PA14_40650"
"ABJ11032","ABJ11032","PA14_40660"
"ABJ11031","ABJ11031","PA14_40670"
"ABJ11030","ABJ11030","PA14_40690"
"ABJ11029","ABJ11029","PA14_40700"
"ABJ11028","ABJ11028","PA14_40710"
"ABJ11027","ABJ11027","PA14_40730"
"ABJ11026","ABJ11026","PA14_40740"
"ABJ11025","ABJ11025","PA14_40750"
"ABJ11024","ABJ11024","PA14_40770"
"ABJ11023","ABJ11023","PA14_40780"
"ABJ11022","ABJ11022","PA14_40790"
"ABJ11021","ABJ11021","PA14_40800"
"ABJ11020","ABJ11020","PA14_40820"
"ABJ11019","ABJ11019","PA14_40830"
"ABJ11018","ABJ11018","PA14_40840"
"ABJ11017","ABJ11017","PA14_40850"
"ABJ11016","ABJ11016","PA14_40860"
"ABJ11015","ABJ11015","PA14_40880"
"ABJ11014","ABJ11014","PA14_40890"
"ABJ11013","ABJ11013","PA14_40900"
"ABJ11012","ABJ11012","PA14_40910"
"ABJ11011","ABJ11011","PA14_40930"
"ABJ11010","ABJ11010","PA14_40940"
"ABJ11009","ABJ11009","PA14_40950"
"ABJ11008","ABJ11008","PA14_40960"
"ABJ11007","ABJ11007","PA14_40980"
"ABJ11006","ABJ11006","PA14_41000"
"ABJ11005","ABJ11005","PA14_41010"
"ABJ11004","ABJ11004","PA14_41020"
"ABJ11003","ABJ11003","PA14_41030"
"ABJ11002","ABJ11002","PA14_41050"
"ABJ11001","ABJ11001","PA14_41060"
"ABJ11000","ABJ11000","PA14_41070"
"ABJ10999","ABJ10999","PA14_41080"
"ABJ10998","ABJ10998","PA14_41090"
"ABJ10997","ABJ10997","PA14_41110"
"ABJ10996","ABJ10996","PA14_41130"
"ABJ10995","ABJ10995","PA14_41140"
"ABJ10994","ABJ10994","PA14_41150"
"ABJ10993","ABJ10993","PA14_41160"
"ABJ10992","ABJ10992","PA14_41170"
"ABJ10991","ABJ10991","PA14_41190"
"ABJ10990","ABJ10990","PA14_41210"
"ABJ10989","ABJ10989","PA14_41220"
"ABJ10988","ABJ10988","PA14_41230"
"ABJ10987","ABJ10987","PA14_41240"
"ABJ10986","ABJ10986","PA14_41250"
"ABJ10985","ABJ10985","PA14_41260"
"ABJ10984","ABJ10984","PA14_41270"
"ABJ10983","ABJ10983","PA14_41280"
"ABJ10982","ABJ10982","PA14_41290"
"ABJ10981","ABJ10981","PA14_41300"
"ABJ10980","ABJ10980","PA14_41350"
"ABJ10979","ABJ10979","PA14_41360"
"ABJ10978","ABJ10978","PA14_41380"
"ABJ10977","ABJ10977","PA14_41390"
"ABJ10976","ABJ10976","PA14_41400"
"ABJ10975","ABJ10975","PA14_41420"
"ABJ10974","ABJ10974","PA14_41430"
"ABJ10973","ABJ10973","PA14_41440"
"ABJ10972","ABJ10972","PA14_41450"
"ABJ10971","ABJ10971","PA14_41470"
"ABJ10970","ABJ10970","PA14_41480"
"ABJ10969","ABJ10969","PA14_41490"
"ABJ10968","ABJ10968","PA14_41500"
"ABJ10967","ABJ10967","PA14_41510"
"ABJ10966","ABJ10966","PA14_41520"
"ABJ10965","ABJ10965","PA14_41530"
"ABJ10964","ABJ10964","PA14_41540"
"ABJ10963","ABJ10963","PA14_41560"
"ABJ15644","ABJ15644","PA14_41563"
"ABJ10962","ABJ10962","PA14_41570"
"ABJ15679","ABJ15679","PA14_41575"
"ABJ10961","ABJ10961","PA14_41590"
"ABJ10960","ABJ10960","PA14_41610"
"ABJ10959","ABJ10959","PA14_41630"
"ABJ10958","ABJ10958","PA14_41640"
"ABJ10957","ABJ10957","PA14_41650"
"ABJ10956","ABJ10956","PA14_41670"
"ABJ10955","ABJ10955","PA14_41680"
"ABJ10954","ABJ10954","PA14_41690"
"ABJ10953","ABJ10953","PA14_41710"
"ABJ10952","ABJ10952","PA14_41730"
"ABJ10951","ABJ10951","PA14_41740"
"ABJ10950","ABJ10950","PA14_41750"
"ABJ10949","ABJ10949","PA14_41760"
"ABJ10948","ABJ10948","PA14_41780"
"ABJ10947","ABJ10947","PA14_41790"
"ABJ10946","ABJ10946","PA14_41800"
"ABJ10945","ABJ10945","PA14_41810"
"ABJ10944","ABJ10944","PA14_41820"
"ABJ10943","ABJ10943","PA14_41830"
"ABJ10942","ABJ10942","PA14_41840"
"ABJ10941","ABJ10941","PA14_41860"
"ABJ10940","ABJ10940","PA14_41870"
"ABJ10939","ABJ10939","PA14_41880"
"ABJ10938","ABJ10938","PA14_41900"
"ABJ10937","ABJ10937","PA14_41910"
"ABJ10936","ABJ10936","PA14_41920"
"ABJ10935","ABJ10935","PA14_41930"
"ABJ10934","ABJ10934","PA14_41950"
"ABJ10933","ABJ10933","PA14_41960"
"ABJ10932","ABJ10932","PA14_41970"
"ABJ10931","ABJ10931","PA14_41980"
"ABJ10930","ABJ10930","PA14_41990"
"ABJ10929","ABJ10929","PA14_42000"
"ABJ10928","ABJ10928","PA14_42010"
"ABJ10927","ABJ10927","PA14_42020"
"ABJ10926","ABJ10926","PA14_42030"
"ABJ10925","ABJ10925","PA14_42050"
"ABJ10924","ABJ10924","PA14_42060"
"ABJ10923","ABJ10923","PA14_42080"
"ABJ10922","ABJ10922","PA14_42090"
"ABJ10921","ABJ10921","PA14_42100"
"ABJ10920","ABJ10920","PA14_42120"
"ABJ10919","ABJ10919","PA14_42130"
"ABJ10918","ABJ10918","PA14_42140"
"ABJ10917","ABJ10917","PA14_42150"
"ABJ10916","ABJ10916","PA14_42160"
"ABJ10915","ABJ10915","PA14_42180"
"ABJ10914","ABJ10914","PA14_42200"
"ABJ10913","ABJ10913","PA14_42220"
"ABJ10912","ABJ10912","PA14_42230"
"ABJ10911","ABJ10911","PA14_42250"
"ABJ10910","ABJ10910","PA14_42260"
"ABJ10909","ABJ10909","PA14_42270"
"ABJ10908","ABJ10908","PA14_42280"
"ABJ10907","ABJ10907","PA14_42290"
"ABJ10906","ABJ10906","PA14_42300"
"ABJ10905","ABJ10905","PA14_42310"
"ABJ10904","ABJ10904","PA14_42320"
"ABJ10903","ABJ10903","PA14_42340"
"ABJ10902","ABJ10902","PA14_42350"
"ABJ10901","ABJ10901","PA14_42360"
"ABJ10900","ABJ10900","PA14_42380"
"ABJ10899","ABJ10899","PA14_42390"
"ABJ10898","ABJ10898","PA14_42400"
"ABJ10897","ABJ10897","PA14_42410"
"ABJ10896","ABJ10896","PA14_42430"
"ABJ10895","ABJ10895","PA14_42440"
"ABJ10894","ABJ10894","PA14_42450"
"ABJ10893","ABJ10893","PA14_42460"
"ABJ10892","ABJ10892","PA14_42470"
"ABJ10891","ABJ10891","PA14_42480"
"ABJ10890","ABJ10890","PA14_42490"
"ABJ10889","ABJ10889","PA14_42500"
"ABJ10888","ABJ10888","PA14_42510"
"ABJ10887","ABJ10887","PA14_42520"
"ABJ10886","ABJ10886","PA14_42530"
"ABJ10885","ABJ10885","PA14_42540"
"ABJ10884","ABJ10884","PA14_42550"
"ABJ10883","ABJ10883","PA14_42570"
"ABJ10882","ABJ10882","PA14_42580"
"ABJ10881","ABJ10881","PA14_42600"
"ABJ10880","ABJ10880","PA14_42610"
"ABJ10879","ABJ10879","PA14_42620"
"ABJ10878","ABJ10878","PA14_42630"
"ABJ10877","ABJ10877","PA14_42640"
"ABJ10876","ABJ10876","PA14_42660"
"ABJ10875","ABJ10875","PA14_42670"
"ABJ10874","ABJ10874","PA14_42680"
"ABJ10873","ABJ10873","PA14_42690"
"ABJ10872","ABJ10872","PA14_42700"
"ABJ10871","ABJ10871","PA14_42710"
"ABJ10870","ABJ10870","PA14_42720"
"ABJ10869","ABJ10869","PA14_42730"
"ABJ10868","ABJ10868","PA14_42740"
"ABJ10867","ABJ10867","PA14_42750"
"ABJ10866","ABJ10866","PA14_42760"
"ABJ10865","ABJ10865","PA14_42770"
"ABJ10864","ABJ10864","PA14_42780"
"ABJ10863","ABJ10863","PA14_42790"
"ABJ10862","ABJ10862","PA14_42820"
"ABJ10861","ABJ10861","PA14_42830"
"ABJ10860","ABJ10860","PA14_42840"
"ABJ10859","ABJ10859","PA14_42850"
"ABJ10858","ABJ10858","PA14_42860"
"ABJ10857","ABJ10857","PA14_42870"
"ABJ10856","ABJ10856","PA14_42880"
"ABJ10855","ABJ10855","PA14_42890"
"ABJ10854","ABJ10854","PA14_42900"
"ABJ10853","ABJ10853","PA14_42910"
"ABJ10852","ABJ10852","PA14_42920"
"ABJ10851","ABJ10851","PA14_42940"
"ABJ10850","ABJ10850","PA14_42950"
"ABJ10849","ABJ10849","PA14_42960"
"ABJ10848","ABJ10848","PA14_42970"
"ABJ10847","ABJ10847","PA14_42980"
"ABJ10846","ABJ10846","PA14_42990"
"ABJ10845","ABJ10845","PA14_43000"
"ABJ10844","ABJ10844","PA14_43020"
"ABJ10843","ABJ10843","PA14_43030"
"ABJ10842","ABJ10842","PA14_43040"
"ABJ10841","ABJ10841","PA14_43050"
