"","X1","X2"
"ABJ12794","ABJ12794","PA14_18260"
"ABJ15652","ABJ15652","PA14_18275"
"ABJ12793","ABJ12793","PA14_18300"
"ABJ12792","ABJ12792","PA14_18310"
"ABJ12791","ABJ12791","PA14_18320"
"ABJ12790","ABJ12790","PA14_18330"
"ABJ12789","ABJ12789","PA14_18340"
"ABJ12788","ABJ12788","PA14_18350"
"ABJ12787","ABJ12787","PA14_18360"
"ABJ12786","ABJ12786","PA14_18370"
"ABJ12785","ABJ12785","PA14_18380"
"ABJ12784","ABJ12784","PA14_18410"
"ABJ12783","ABJ12783","PA14_18430"
"ABJ12782","ABJ12782","PA14_18450"
"ABJ12781","ABJ12781","PA14_18470"
"ABJ12780","ABJ12780","PA14_18480"
"ABJ12779","ABJ12779","PA14_18500"
"ABJ12778","ABJ12778","PA14_18510"
"ABJ12777","ABJ12777","PA14_18520"
"ABJ12776","ABJ12776","PA14_18550"
"ABJ15686","ABJ15686","PA14_18565"
"ABJ12775","ABJ12775","PA14_18580"
"ABJ12774","ABJ12774","PA14_18590"
"ABJ12773","ABJ12773","PA14_18600"
"ABJ12772","ABJ12772","PA14_18610"
"ABJ12771","ABJ12771","PA14_18620"
"ABJ12770","ABJ12770","PA14_18630"
"ABJ12769","ABJ12769","PA14_18640"
"ABJ12768","ABJ12768","PA14_18650"
"ABJ12767","ABJ12767","PA14_18660"
"ABJ12766","ABJ12766","PA14_18670"
"ABJ12765","ABJ12765","PA14_18680"
"ABJ12764","ABJ12764","PA14_18690"
"ABJ12763","ABJ12763","PA14_18700"
"ABJ12762","ABJ12762","PA14_18710"
"ABJ12761","ABJ12761","PA14_18720"
"ABJ12760","ABJ12760","PA14_18740"
"ABJ12759","ABJ12759","PA14_18750"
"ABJ12758","ABJ12758","PA14_18760"
"ABJ12757","ABJ12757","PA14_18780"
"ABJ12756","ABJ12756","PA14_18790"
"ABJ12755","ABJ12755","PA14_18800"
"ABJ12754","ABJ12754","PA14_18810"
"ABJ12753","ABJ12753","PA14_18820"
"ABJ12752","ABJ12752","PA14_18830"
"ABJ12751","ABJ12751","PA14_18850"
"ABJ12750","ABJ12750","PA14_18860"
"ABJ12749","ABJ12749","PA14_18870"
"ABJ12748","ABJ12748","PA14_18880"
"ABJ12747","ABJ12747","PA14_18890"
"ABJ12746","ABJ12746","PA14_18900"
"ABJ12745","ABJ12745","PA14_18910"
"ABJ12744","ABJ12744","PA14_18920"
"ABJ12743","ABJ12743","PA14_18930"
"ABJ12742","ABJ12742","PA14_18950"
"ABJ12741","ABJ12741","PA14_18960"
"ABJ12740","ABJ12740","PA14_18970"
"ABJ15661","ABJ15661","PA14_18985"
"ABJ12739","ABJ12739","PA14_19010"
"ABJ12738","ABJ12738","PA14_19020"
"ABJ12737","ABJ12737","PA14_19030"
"ABJ12736","ABJ12736","PA14_19050"
"ABJ15685","ABJ15685","PA14_19065"
"ABJ12735","ABJ12735","PA14_19090"
"ABJ12734","ABJ12734","PA14_19100"
"ABJ12733","ABJ12733","PA14_19110"
"ABJ12732","ABJ12732","PA14_19120"
"ABJ12731","ABJ12731","PA14_19130"
"ABJ12730","ABJ12730","PA14_19140"
"ABJ12729","ABJ12729","PA14_19150"
"ABJ12728","ABJ12728","PA14_19160"
"ABJ12727","ABJ12727","PA14_19170"
"ABJ12726","ABJ12726","PA14_19190"
"ABJ15694","ABJ15694","PA14_19205"
"ABJ12725","ABJ12725","PA14_19210"
"ABJ12724","ABJ12724","PA14_19230"
"ABJ12723","ABJ12723","PA14_19270"
"ABJ12722","ABJ12722","PA14_19290"
"ABJ12721","ABJ12721","PA14_19310"
"ABJ12720","ABJ12720","PA14_19320"
"ABJ12719","ABJ12719","PA14_19330"
"ABJ12718","ABJ12718","PA14_19340"
"ABJ12717","ABJ12717","PA14_19350"
"ABJ12716","ABJ12716","PA14_19360"
"ABJ12715","ABJ12715","PA14_19370"
"ABJ12714","ABJ12714","PA14_19380"
"ABJ12713","ABJ12713","PA14_19390"
"ABJ12712","ABJ12712","PA14_19400"
"ABJ12711","ABJ12711","PA14_19410"
"ABJ12710","ABJ12710","PA14_19430"
"ABJ12709","ABJ12709","PA14_19450"
"ABJ12708","ABJ12708","PA14_19470"
"ABJ12707","ABJ12707","PA14_19480"
"ABJ12706","ABJ12706","PA14_19490"
"ABJ12705","ABJ12705","PA14_19500"
"ABJ12704","ABJ12704","PA14_19510"
"ABJ12703","ABJ12703","PA14_19520"
"ABJ12702","ABJ12702","PA14_19530"
"ABJ12701","ABJ12701","PA14_19540"
"ABJ12700","ABJ12700","PA14_19560"
"ABJ12699","ABJ12699","PA14_19570"
"ABJ12698","ABJ12698","PA14_19580"
"ABJ12697","ABJ12697","PA14_19590"
"ABJ12696","ABJ12696","PA14_19600"
"ABJ12695","ABJ12695","PA14_19610"
"ABJ12694","ABJ12694","PA14_19620"
"ABJ12693","ABJ12693","PA14_19630"
"ABJ12692","ABJ12692","PA14_19640"
"ABJ12691","ABJ12691","PA14_19650"
"ABJ12690","ABJ12690","PA14_19660"
"ABJ12689","ABJ12689","PA14_19670"
"ABJ12688","ABJ12688","PA14_19680"
"ABJ12687","ABJ12687","PA14_19690"
"ABJ12686","ABJ12686","PA14_19700"
"ABJ12685","ABJ12685","PA14_19710"
"ABJ12684","ABJ12684","PA14_19720"
"ABJ12683","ABJ12683","PA14_19730"
"ABJ12682","ABJ12682","PA14_19740"
"ABJ12681","ABJ12681","PA14_19750"
"ABJ12680","ABJ12680","PA14_19770"
"ABJ12679","ABJ12679","PA14_19800"
"ABJ12678","ABJ12678","PA14_19810"
"ABJ12677","ABJ12677","PA14_19830"
"ABJ12676","ABJ12676","PA14_19850"
"ABJ12675","ABJ12675","PA14_19860"
"ABJ12674","ABJ12674","PA14_19870"
"ABJ12673","ABJ12673","PA14_19900"
"ABJ12672","ABJ12672","PA14_19910"
"ABJ12671","ABJ12671","PA14_19920"
"ABJ12670","ABJ12670","PA14_19930"
"ABJ12669","ABJ12669","PA14_19940"
"ABJ12668","ABJ12668","PA14_19950"
"ABJ12667","ABJ12667","PA14_19960"
"ABJ12666","ABJ12666","PA14_19970"
"ABJ12665","ABJ12665","PA14_19990"
"ABJ12664","ABJ12664","PA14_20000"
"ABJ12663","ABJ12663","PA14_20010"
"ABJ12662","ABJ12662","PA14_20020"
"ABJ12661","ABJ12661","PA14_20030"
"ABJ12660","ABJ12660","PA14_20040"
"ABJ12659","ABJ12659","PA14_20050"
"ABJ12658","ABJ12658","PA14_20060"
"ABJ12657","ABJ12657","PA14_20070"
"ABJ12656","ABJ12656","PA14_20080"
"ABJ12655","ABJ12655","PA14_20100"
"ABJ12654","ABJ12654","PA14_20110"
"ABJ12653","ABJ12653","PA14_20120"
"ABJ12652","ABJ12652","PA14_20130"
"ABJ12651","ABJ12651","PA14_20140"
"ABJ12650","ABJ12650","PA14_20150"
"ABJ12649","ABJ12649","PA14_20170"
"ABJ12648","ABJ12648","PA14_20180"
"ABJ12647","ABJ12647","PA14_20190"
"ABJ12646","ABJ12646","PA14_20200"
"ABJ12645","ABJ12645","PA14_20230"
"ABJ12644","ABJ12644","PA14_20240"
"ABJ12643","ABJ12643","PA14_20250"
"ABJ12642","ABJ12642","PA14_20260"
"ABJ12641","ABJ12641","PA14_20270"
"ABJ12640","ABJ12640","PA14_20280"
"ABJ12639","ABJ12639","PA14_20290"
"ABJ12638","ABJ12638","PA14_20300"
"ABJ12637","ABJ12637","PA14_20320"
"ABJ12636","ABJ12636","PA14_20330"
"ABJ12635","ABJ12635","PA14_20350"
"ABJ12634","ABJ12634","PA14_20360"
"ABJ12633","ABJ12633","PA14_20370"
"ABJ12632","ABJ12632","PA14_20380"
"ABJ12631","ABJ12631","PA14_20390"
"ABJ12630","ABJ12630","PA14_20400"
"ABJ12629","ABJ12629","PA14_20420"
"ABJ12628","ABJ12628","PA14_20430"
"ABJ12627","ABJ12627","PA14_20440"
"ABJ12626","ABJ12626","PA14_20450"
"ABJ12625","ABJ12625","PA14_20460"
"ABJ12624","ABJ12624","PA14_20470"
"ABJ12623","ABJ12623","PA14_20480"
"ABJ12622","ABJ12622","PA14_20491"
"ABJ12621","ABJ12621","PA14_20510"
"ABJ12620","ABJ12620","PA14_20520"
"ABJ12619","ABJ12619","PA14_20530"
"ABJ12618","ABJ12618","PA14_20550"
"ABJ12617","ABJ12617","PA14_20560"
"ABJ12616","ABJ12616","PA14_20570"
"ABJ12615","ABJ12615","PA14_20580"
"ABJ12614","ABJ12614","PA14_20590"
"ABJ12613","ABJ12613","PA14_20600"
"ABJ12612","ABJ12612","PA14_20610"
"ABJ12611","ABJ12611","PA14_20620"
"ABJ12610","ABJ12610","PA14_20630"
"ABJ12609","ABJ12609","PA14_20640"
"ABJ12608","ABJ12608","PA14_20650"
"ABJ12607","ABJ12607","PA14_20670"
"ABJ12606","ABJ12606","PA14_20680"
"ABJ12605","ABJ12605","PA14_20690"
"ABJ12604","ABJ12604","PA14_20700"
"ABJ12603","ABJ12603","PA14_20720"
"ABJ12602","ABJ12602","PA14_20730"
"ABJ12601","ABJ12601","PA14_20740"
"ABJ12600","ABJ12600","PA14_20750"
"ABJ12599","ABJ12599","PA14_20760"
"ABJ12598","ABJ12598","PA14_20770"
"ABJ12597","ABJ12597","PA14_20780"
"ABJ12596","ABJ12596","PA14_20800"
"ABJ12595","ABJ12595","PA14_20810"
"ABJ12594","ABJ12594","PA14_20820"
"ABJ12593","ABJ12593","PA14_20840"
"ABJ12592","ABJ12592","PA14_20850"
"ABJ12591","ABJ12591","PA14_20860"
"ABJ12590","ABJ12590","PA14_20870"
"ABJ12589","ABJ12589","PA14_20880"
"ABJ12588","ABJ12588","PA14_20890"
"ABJ12587","ABJ12587","PA14_20900"
"ABJ12586","ABJ12586","PA14_20920"
"ABJ12585","ABJ12585","PA14_20940"
"ABJ12584","ABJ12584","PA14_20950"
"ABJ12583","ABJ12583","PA14_20960"
"ABJ12582","ABJ12582","PA14_20970"
"ABJ12581","ABJ12581","PA14_20980"
"ABJ12580","ABJ12580","PA14_21000"
"ABJ12579","ABJ12579","PA14_21010"
"ABJ12578","ABJ12578","PA14_21020"
"ABJ12577","ABJ12577","PA14_21030"
"ABJ12576","ABJ12576","PA14_21040"
"ABJ12575","ABJ12575","PA14_21050"
"ABJ12574","ABJ12574","PA14_21060"
"ABJ12573","ABJ12573","PA14_21070"
"ABJ12572","ABJ12572","PA14_21080"
"ABJ12571","ABJ12571","PA14_21090"
"ABJ12570","ABJ12570","PA14_21110"
"ABJ12569","ABJ12569","PA14_21120"
"ABJ12568","ABJ12568","PA14_21130"
"ABJ12567","ABJ12567","PA14_21140"
"ABJ12566","ABJ12566","PA14_21150"
"ABJ12565","ABJ12565","PA14_21160"
"ABJ15693","ABJ15693","PA14_21175"
"ABJ12564","ABJ12564","PA14_21180"
"ABJ12563","ABJ12563","PA14_21190"
"ABJ12562","ABJ12562","PA14_21210"
"ABJ12561","ABJ12561","PA14_21220"
"ABJ12560","ABJ12560","PA14_21230"
"ABJ12559","ABJ12559","PA14_21240"
"ABJ12558","ABJ12558","PA14_21250"
"ABJ12557","ABJ12557","PA14_21260"
"ABJ12556","ABJ12556","PA14_21280"
"ABJ12555","ABJ12555","PA14_21290"
"ABJ12554","ABJ12554","PA14_21300"
"ABJ12553","ABJ12553","PA14_21310"
"ABJ12552","ABJ12552","PA14_21320"
"ABJ12551","ABJ12551","PA14_21340"
"ABJ12550","ABJ12550","PA14_21370"
"ABJ12549","ABJ12549","PA14_21380"
"ABJ12548","ABJ12548","PA14_21400"
"ABJ12547","ABJ12547","PA14_21410"
"ABJ12546","ABJ12546","PA14_21440"
"ABJ12545","ABJ12545","PA14_21450"
"ABJ12544","ABJ12544","PA14_21460"
"ABJ12543","ABJ12543","PA14_21470"
"ABJ12542","ABJ12542","PA14_21480"
"ABJ12541","ABJ12541","PA14_21490"
"ABJ12540","ABJ12540","PA14_21510"
"ABJ12539","ABJ12539","PA14_21520"
"ABJ12538","ABJ12538","PA14_21530"
"ABJ12537","ABJ12537","PA14_21540"
"ABJ12536","ABJ12536","PA14_21550"
"ABJ12535","ABJ12535","PA14_21560"
"ABJ12534","ABJ12534","PA14_21570"
"ABJ12533","ABJ12533","PA14_21580"
"ABJ12532","ABJ12532","PA14_21590"
"ABJ12531","ABJ12531","PA14_21600"
"ABJ12530","ABJ12530","PA14_21610"
"ABJ12529","ABJ12529","PA14_21620"
"ABJ12528","ABJ12528","PA14_21630"
"ABJ12527","ABJ12527","PA14_21640"
"ABJ12526","ABJ12526","PA14_21650"
"ABJ12525","ABJ12525","PA14_21660"
"ABJ12523","ABJ12523","PA14_21670"
"ABJ12524","ABJ12524","PA14_21680"
"ABJ12522","ABJ12522","PA14_21690"
"ABJ12521","ABJ12521","PA14_21700"
"ABJ12520","ABJ12520","PA14_21710"
"ABJ12519","ABJ12519","PA14_21720"
"ABJ12518","ABJ12518","PA14_21730"
"ABJ12517","ABJ12517","PA14_21750"
"ABJ12516","ABJ12516","PA14_21760"
"ABJ12515","ABJ12515","PA14_21770"
"ABJ12514","ABJ12514","PA14_21780"
"ABJ12513","ABJ12513","PA14_21790"
"ABJ12512","ABJ12512","PA14_21820"
"ABJ12511","ABJ12511","PA14_21830"
"ABJ12510","ABJ12510","PA14_21840"
"ABJ12509","ABJ12509","PA14_21850"
"ABJ12508","ABJ12508","PA14_21860"
"ABJ12507","ABJ12507","PA14_21870"
"ABJ12506","ABJ12506","PA14_21880"
"ABJ12505","ABJ12505","PA14_21890"
"ABJ12504","ABJ12504","PA14_21900"
"ABJ12503","ABJ12503","PA14_21910"
"ABJ12502","ABJ12502","PA14_21920"
"ABJ12501","ABJ12501","PA14_21930"
"ABJ12500","ABJ12500","PA14_21940"
"ABJ12499","ABJ12499","PA14_21960"
"ABJ12498","ABJ12498","PA14_21970"
"ABJ12497","ABJ12497","PA14_21980"
"ABJ12496","ABJ12496","PA14_21990"
"ABJ12495","ABJ12495","PA14_22000"
"ABJ12494","ABJ12494","PA14_22010"
"ABJ12493","ABJ12493","PA14_22020"
"ABJ12492","ABJ12492","PA14_22040"
"ABJ12491","ABJ12491","PA14_22050"
"ABJ12490","ABJ12490","PA14_22060"
"ABJ15635","ABJ15635","PA14_22075"
"ABJ12489","ABJ12489","PA14_22080"
"ABJ12488","ABJ12488","PA14_22090"
"ABJ12487","ABJ12487","PA14_22100"
"ABJ12486","ABJ12486","PA14_22110"
"ABJ12485","ABJ12485","PA14_22120"
"ABJ12484","ABJ12484","PA14_22130"
"ABJ12483","ABJ12483","PA14_22140"
"ABJ12482","ABJ12482","PA14_22160"
"ABJ12481","ABJ12481","PA14_22180"
"ABJ12480","ABJ12480","PA14_22190"
"ABJ12479","ABJ12479","PA14_22210"
"ABJ12478","ABJ12478","PA14_22220"
"ABJ12477","ABJ12477","PA14_22230"
"ABJ12476","ABJ12476","PA14_22240"
"ABJ12475","ABJ12475","PA14_22250"
"ABJ12474","ABJ12474","PA14_22260"
"ABJ12473","ABJ12473","PA14_22270"
"ABJ12472","ABJ12472","PA14_22280"
"ABJ12471","ABJ12471","PA14_22290"
"ABJ12470","ABJ12470","PA14_22310"
"ABJ12469","ABJ12469","PA14_22320"
"ABJ12468","ABJ12468","PA14_22330"
"ABJ12467","ABJ12467","PA14_22340"
"ABJ12466","ABJ12466","PA14_22350"
"ABJ12465","ABJ12465","PA14_22370"
"ABJ12464","ABJ12464","PA14_22380"
"ABJ12463","ABJ12463","PA14_22400"
"ABJ12462","ABJ12462","PA14_22410"
"ABJ12461","ABJ12461","PA14_22420"
"ABJ12460","ABJ12460","PA14_22440"
"ABJ12459","ABJ12459","PA14_22450"
"ABJ12458","ABJ12458","PA14_22460"
"ABJ12457","ABJ12457","PA14_22470"
"ABJ12456","ABJ12456","PA14_22480"
"ABJ12455","ABJ12455","PA14_22490"
"ABJ12454","ABJ12454","PA14_22500"
"ABJ12453","ABJ12453","PA14_22510"
"ABJ12452","ABJ12452","PA14_22520"
"ABJ12451","ABJ12451","PA14_22530"
"ABJ12450","ABJ12450","PA14_22540"
"ABJ12449","ABJ12449","PA14_22550"
"ABJ12448","ABJ12448","PA14_22560"
"ABJ12447","ABJ12447","PA14_22570"
"ABJ12446","ABJ12446","PA14_22580"
"ABJ12445","ABJ12445","PA14_22590"
"ABJ12444","ABJ12444","PA14_22600"
"ABJ12443","ABJ12443","PA14_22620"
"ABJ12442","ABJ12442","PA14_22630"
"ABJ12441","ABJ12441","PA14_22640"
"ABJ12440","ABJ12440","PA14_22650"
"ABJ12439","ABJ12439","PA14_22660"
"ABJ12438","ABJ12438","PA14_22670"
"ABJ12437","ABJ12437","PA14_22680"
"ABJ12436","ABJ12436","PA14_22690"
"ABJ12435","ABJ12435","PA14_22700"
"ABJ12434","ABJ12434","PA14_22710"
"ABJ12433","ABJ12433","PA14_22720"
"ABJ12432","ABJ12432","PA14_22730"
"ABJ12431","ABJ12431","PA14_22740"
"ABJ12430","ABJ12430","PA14_22760"
"ABJ12429","ABJ12429","PA14_22770"
"ABJ12428","ABJ12428","PA14_22780"
"ABJ12427","ABJ12427","PA14_22800"
"ABJ12426","ABJ12426","PA14_22820"
"ABJ12425","ABJ12425","PA14_22830"
"ABJ12424","ABJ12424","PA14_22840"
"ABJ12423","ABJ12423","PA14_22860"
"ABJ12422","ABJ12422","PA14_22870"
"ABJ12421","ABJ12421","PA14_22880"
"ABJ12420","ABJ12420","PA14_22890"
"ABJ12419","ABJ12419","PA14_22910"
"ABJ12418","ABJ12418","PA14_22930"
"ABJ12417","ABJ12417","PA14_22940"
"ABJ12416","ABJ12416","PA14_22960"
"ABJ12415","ABJ12415","PA14_22980"
"ABJ12414","ABJ12414","PA14_22990"
"ABJ12413","ABJ12413","PA14_23000"
"ABJ12412","ABJ12412","PA14_23010"
"ABJ12411","ABJ12411","PA14_23030"
"ABJ12410","ABJ12410","PA14_23050"
"ABJ12409","ABJ12409","PA14_23060"
"ABJ12408","ABJ12408","PA14_23070"
"ABJ12407","ABJ12407","PA14_23080"
"ABJ12406","ABJ12406","PA14_23090"
"ABJ12405","ABJ12405","PA14_23100"
"ABJ12404","ABJ12404","PA14_23110"
"ABJ12403","ABJ12403","PA14_23120"
"ABJ12402","ABJ12402","PA14_23130"
"ABJ12401","ABJ12401","PA14_23160"
"ABJ12400","ABJ12400","PA14_23170"
"ABJ12399","ABJ12399","PA14_23190"
"ABJ12398","ABJ12398","PA14_23200"
"ABJ12397","ABJ12397","PA14_23210"
"ABJ12396","ABJ12396","PA14_23220"
"ABJ12395","ABJ12395","PA14_23240"
"ABJ12394","ABJ12394","PA14_23250"
"ABJ12393","ABJ12393","PA14_23260"
"ABJ12392","ABJ12392","PA14_23270"
"ABJ12391","ABJ12391","PA14_23280"
"ABJ12390","ABJ12390","PA14_23290"
"ABJ12389","ABJ12389","PA14_23310"
"ABJ12388","ABJ12388","PA14_23320"
"ABJ12387","ABJ12387","PA14_23330"
"ABJ12386","ABJ12386","PA14_23340"
"ABJ12385","ABJ12385","PA14_23350"
"ABJ12384","ABJ12384","PA14_23360"
"ABJ12383","ABJ12383","PA14_23370"
"ABJ12382","ABJ12382","PA14_23380"
"ABJ12381","ABJ12381","PA14_23390"
"ABJ12380","ABJ12380","PA14_23400"
"ABJ12379","ABJ12379","PA14_23410"
"ABJ12378","ABJ12378","PA14_23420"
"ABJ12377","ABJ12377","PA14_23430"
"ABJ12376","ABJ12376","PA14_23440"
"ABJ12375","ABJ12375","PA14_23450"
"ABJ12374","ABJ12374","PA14_23460"
"ABJ12373","ABJ12373","PA14_23470"
"ABJ12372","ABJ12372","PA14_23480"
"ABJ12371","ABJ12371","PA14_23500"
"ABJ12370","ABJ12370","PA14_23510"
"ABJ12369","ABJ12369","PA14_23520"
"ABJ12368","ABJ12368","PA14_23530"
"ABJ12367","ABJ12367","PA14_23540"
"ABJ12366","ABJ12366","PA14_23560"
"ABJ12365","ABJ12365","PA14_23590"
"ABJ12364","ABJ12364","PA14_23610"
"ABJ12363","ABJ12363","PA14_23620"
"ABJ12362","ABJ12362","PA14_23630"
"ABJ12361","ABJ12361","PA14_23640"
"ABJ12360","ABJ12360","PA14_23650"
"ABJ12359","ABJ12359","PA14_23670"
"ABJ12358","ABJ12358","PA14_23680"
"ABJ12357","ABJ12357","PA14_23690"
"ABJ12356","ABJ12356","PA14_23700"
"ABJ12355","ABJ12355","PA14_23720"
"ABJ12354","ABJ12354","PA14_23730"
"ABJ12353","ABJ12353","PA14_23750"
"ABJ12352","ABJ12352","PA14_23760"
"ABJ12351","ABJ12351","PA14_23770"
"ABJ12350","ABJ12350","PA14_23790"
"ABJ12349","ABJ12349","PA14_23800"
"ABJ12348","ABJ12348","PA14_23810"
"ABJ12347","ABJ12347","PA14_23830"
"ABJ12346","ABJ12346","PA14_23840"
"ABJ12345","ABJ12345","PA14_23850"
"ABJ12344","ABJ12344","PA14_23860"
"ABJ12343","ABJ12343","PA14_23880"
"ABJ12342","ABJ12342","PA14_23890"
"ABJ12341","ABJ12341","PA14_23900"
"ABJ12340","ABJ12340","PA14_23920"
"ABJ12339","ABJ12339","PA14_23930"
"ABJ12338","ABJ12338","PA14_23950"
"ABJ12337","ABJ12337","PA14_23970"
"ABJ12336","ABJ12336","PA14_23980"
"ABJ12335","ABJ12335","PA14_23990"
"ABJ12334","ABJ12334","PA14_24010"
"ABJ12333","ABJ12333","PA14_24020"
"ABJ12332","ABJ12332","PA14_24040"
"ABJ12331","ABJ12331","PA14_24050"
"ABJ12330","ABJ12330","PA14_24060"
"ABJ12329","ABJ12329","PA14_24070"
"ABJ12328","ABJ12328","PA14_24080"
"ABJ12327","ABJ12327","PA14_24100"
"ABJ12326","ABJ12326","PA14_24140"
"ABJ12325","ABJ12325","PA14_24150"
"ABJ12324","ABJ12324","PA14_24170"
"ABJ12323","ABJ12323","PA14_24180"
"ABJ12322","ABJ12322","PA14_24190"
"ABJ12321","ABJ12321","PA14_24210"
"ABJ12320","ABJ12320","PA14_24220"
"ABJ12319","ABJ12319","PA14_24230"
"ABJ12318","ABJ12318","PA14_24240"
"ABJ15700","ABJ15700","PA14_24245"
"ABJ12317","ABJ12317","PA14_24260"
"ABJ12316","ABJ12316","PA14_24270"
"ABJ12315","ABJ12315","PA14_24290"
"ABJ12314","ABJ12314","PA14_24300"
"ABJ12313","ABJ12313","PA14_24310"
"ABJ12312","ABJ12312","PA14_24330"
"ABJ12311","ABJ12311","PA14_24340"
"ABJ12310","ABJ12310","PA14_24350"
"ABJ12309","ABJ12309","PA14_24360"
"ABJ12308","ABJ12308","PA14_24370"
"ABJ12307","ABJ12307","PA14_24380"
"ABJ12306","ABJ12306","PA14_24390"
"ABJ12305","ABJ12305","PA14_24400"
"ABJ12304","ABJ12304","PA14_24410"
"ABJ12303","ABJ12303","PA14_24420"
"ABJ12302","ABJ12302","PA14_24430"
"ABJ12301","ABJ12301","PA14_24440"
"ABJ15659","ABJ15659","PA14_24445"
"ABJ12300","ABJ12300","PA14_24480"
"ABJ12299","ABJ12299","PA14_24490"
"ABJ12298","ABJ12298","PA14_24500"
"ABJ12297","ABJ12297","PA14_24510"
"ABJ12296","ABJ12296","PA14_24530"
"ABJ12295","ABJ12295","PA14_24550"
"ABJ12294","ABJ12294","PA14_24560"
"ABJ12293","ABJ12293","PA14_24570"
"ABJ12292","ABJ12292","PA14_24580"
"ABJ12291","ABJ12291","PA14_24590"
"ABJ12290","ABJ12290","PA14_24600"
"ABJ12289","ABJ12289","PA14_24610"
"ABJ12287","ABJ12287","PA14_24620"
"ABJ12288","ABJ12288","PA14_24630"
"ABJ12286","ABJ12286","PA14_24640"
"ABJ12285","ABJ12285","PA14_24650"
"ABJ15662","ABJ15662","PA14_24665"
"ABJ15663","ABJ15663","PA14_24675"
"ABJ12284","ABJ12284","PA14_24690"
"ABJ12283","ABJ12283","PA14_24700"
"ABJ12282","ABJ12282","PA14_24710"
"ABJ12281","ABJ12281","PA14_24720"
"ABJ12280","ABJ12280","PA14_24730"
"ABJ12279","ABJ12279","PA14_24740"
"ABJ12278","ABJ12278","PA14_24760"
"ABJ12277","ABJ12277","PA14_24770"
"ABJ12276","ABJ12276","PA14_24780"
"ABJ12275","ABJ12275","PA14_24790"
"ABJ12274","ABJ12274","PA14_24810"
"ABJ12273","ABJ12273","PA14_24820"
"ABJ12272","ABJ12272","PA14_24830"
"ABJ12271","ABJ12271","PA14_24840"
"ABJ12270","ABJ12270","PA14_24850"
"ABJ12269","ABJ12269","PA14_24860"
"ABJ12268","ABJ12268","PA14_24880"
"ABJ12267","ABJ12267","PA14_24890"
"ABJ12266","ABJ12266","PA14_24900"
"ABJ12265","ABJ12265","PA14_24910"
"ABJ12264","ABJ12264","PA14_24920"
"ABJ12263","ABJ12263","PA14_24940"
"ABJ12262","ABJ12262","PA14_24950"
"ABJ12261","ABJ12261","PA14_24960"
"ABJ12260","ABJ12260","PA14_24970"
"ABJ12259","ABJ12259","PA14_24980"
"ABJ12258","ABJ12258","PA14_24990"
"ABJ12257","ABJ12257","PA14_25000"
"ABJ12256","ABJ12256","PA14_25020"
"ABJ12255","ABJ12255","PA14_25030"
"ABJ12254","ABJ12254","PA14_25040"
"ABJ12253","ABJ12253","PA14_25050"
"ABJ12252","ABJ12252","PA14_25060"
"ABJ12251","ABJ12251","PA14_25080"
"ABJ12250","ABJ12250","PA14_25090"
"ABJ12249","ABJ12249","PA14_25100"
"ABJ12248","ABJ12248","PA14_25110"
"ABJ12247","ABJ12247","PA14_25130"
"ABJ12246","ABJ12246","PA14_25140"
"ABJ12245","ABJ12245","PA14_25150"
"ABJ12244","ABJ12244","PA14_25160"
"ABJ12243","ABJ12243","PA14_25180"
"ABJ15648","ABJ15648","PA14_25195"
"ABJ12242","ABJ12242","PA14_25210"
"ABJ12241","ABJ12241","PA14_25220"
"ABJ12240","ABJ12240","PA14_25230"
"ABJ12239","ABJ12239","PA14_25250"
"ABJ12238","ABJ12238","PA14_25270"
"ABJ12237","ABJ12237","PA14_25280"
"ABJ15647","ABJ15647","PA14_25305"
"ABJ12236","ABJ12236","PA14_25320"
"ABJ12235","ABJ12235","PA14_25330"
"ABJ12234","ABJ12234","PA14_25340"
"ABJ12233","ABJ12233","PA14_25350"
"ABJ12232","ABJ12232","PA14_25360"
"ABJ12231","ABJ12231","PA14_25370"
"ABJ12230","ABJ12230","PA14_25390"
"ABJ12229","ABJ12229","PA14_25400"
"ABJ12228","ABJ12228","PA14_25410"
"ABJ12226","ABJ12226","PA14_25420"
"ABJ12227","ABJ12227","PA14_25430"
"ABJ12225","ABJ12225","PA14_25440"
"ABJ12224","ABJ12224","PA14_25450"
"ABJ12223","ABJ12223","PA14_25470"
"ABJ12222","ABJ12222","PA14_25480"
"ABJ12221","ABJ12221","PA14_25490"
"ABJ12220","ABJ12220","PA14_25500"
"ABJ12219","ABJ12219","PA14_25510"
"ABJ12218","ABJ12218","PA14_25520"
"ABJ12217","ABJ12217","PA14_25530"
"ABJ12216","ABJ12216","PA14_25540"
"ABJ12215","ABJ12215","PA14_25550"
"ABJ12214","ABJ12214","PA14_25560"
"ABJ12213","ABJ12213","PA14_25580"
"ABJ12212","ABJ12212","PA14_25590"
"ABJ12211","ABJ12211","PA14_25600"
"ABJ12210","ABJ12210","PA14_25610"
"ABJ12209","ABJ12209","PA14_25620"
"ABJ12208","ABJ12208","PA14_25630"
"ABJ12207","ABJ12207","PA14_25640"
"ABJ12206","ABJ12206","PA14_25650"
"ABJ12205","ABJ12205","PA14_25660"
"ABJ12204","ABJ12204","PA14_25670"
"ABJ12203","ABJ12203","PA14_25690"
"ABJ12202","ABJ12202","PA14_25710"
"ABJ12201","ABJ12201","PA14_25730"
"ABJ12200","ABJ12200","PA14_25740"
